	log_likelihood
252	3803.7890625
253	3803.801513671875
254	3804.03466796875
255	3803.64599609375
256	3803.910888671875
257	3803.856201171875
258	3803.850830078125
259	3803.762939453125
260	3803.703125
261	3803.813232421875
262	3802.091064453125
263	3803.81494140625
264	3803.72412109375
265	3803.896484375
266	3803.72900390625
267	3803.781982421875
268	3803.770263671875
269	3803.823486328125
270	3803.86279296875
271	3803.702392578125
272	3804.147705078125
273	3803.947998046875
274	3803.84130859375
275	3803.840576171875
276	3803.88818359375
277	3803.77197265625
278	3803.615234375
279	3803.70458984375
280	3803.780517578125
281	3803.68505859375
282	3803.739013671875
283	3803.81982421875
284	3803.80517578125
285	3803.80029296875
286	3803.78125
287	3803.731689453125
288	3803.755126953125
289	3803.78369140625
290	3803.73388671875
291	3803.690673828125
292	3803.888671875
293	3803.805419921875
294	3803.79833984375
295	3803.81591796875
296	3803.798828125
297	3803.78662109375
298	3803.73974609375
299	3803.71533203125
300	3803.844970703125
301	3803.9375
302	3803.80078125
303	3803.8515625
304	3803.798828125
305	3803.684814453125
306	3803.88671875
307	3803.87109375
308	3803.84228515625
309	3803.953125
310	3803.73876953125
311	3803.73681640625
312	3803.70068359375
313	3803.80712890625
314	3803.6875
315	3803.814453125
316	3803.889892578125
317	3803.73876953125
318	3803.86328125
319	3803.914794921875
320	3803.79541015625
321	3803.75927734375
322	3803.803466796875
323	3803.818359375
324	3803.8359375
325	3803.80615234375
326	3803.81884765625
327	3803.791015625
328	3803.926513671875
329	3803.854736328125
330	3803.768798828125
331	3803.897705078125
332	3803.75927734375
333	3803.80908203125
334	3803.74853515625
335	3803.822265625
336	3803.704345703125
337	3803.860107421875
338	3803.80224609375
339	3803.781982421875
340	3803.732421875
341	3803.805419921875
342	3803.830810546875
343	3803.852294921875
344	3803.77880859375
345	3803.85498046875
346	3803.76904296875
347	3803.787841796875
348	3803.803466796875
349	3803.82275390625
350	3803.73095703125
351	3803.781982421875
352	3803.814453125
353	3803.947265625
354	3803.805908203125
355	3803.75
356	3803.766357421875
357	3803.65771484375
358	3803.7890625
359	3803.82177734375
360	3803.80322265625
361	3803.861328125
362	3803.8125
363	3803.75634765625
364	3803.822265625
365	3803.848876953125
366	3803.73681640625
367	3803.739501953125
368	3803.627685546875
369	3803.84912109375
370	3803.81884765625
371	3803.760498046875
372	3803.710205078125
373	3803.793701171875
374	3803.79541015625
375	3802.139892578125
376	3803.503173828125
377	3803.764404296875
378	3803.824951171875
379	3803.74169921875
380	3803.832763671875
381	3804.32568359375
382	3803.888671875
383	3803.79296875
384	3803.74658203125
385	3803.81298828125
386	3803.86962890625
387	3803.800048828125
388	3803.912109375
389	3803.895263671875
390	3803.76220703125
391	3803.78515625
392	3803.76171875
393	3803.64990234375
394	3803.776611328125
395	3803.74365234375
396	3803.721435546875
397	3803.758544921875
398	3803.81640625
399	3803.841796875
400	3803.79443359375
401	3803.874267578125
402	3803.84130859375
403	3803.854248046875
404	3803.84228515625
405	3803.817626953125
406	3803.85009765625
407	3803.86376953125
408	3803.7734375
409	3803.80126953125
410	3803.754638671875
411	3803.72900390625
412	3803.84521484375
413	3803.841064453125
414	3803.80029296875
415	3803.815673828125
416	3804.16943359375
417	3803.830078125
418	3803.70654296875
419	3803.83837890625
420	3803.76416015625
421	3803.787841796875
422	3803.66259765625
423	3803.849609375
424	3803.73828125
425	3803.772705078125
426	3803.76123046875
427	3803.92919921875
428	3803.833251953125
429	3803.85693359375
430	3803.918701171875
431	3803.837890625
432	3803.78515625
433	3803.66845703125
434	3803.82275390625
435	3803.780517578125
436	3803.825439453125
437	3803.67333984375
438	3803.81298828125
439	3803.83349609375
440	3803.85888671875
441	3803.80126953125
442	3803.733154296875
443	3803.856201171875
444	3803.80712890625
445	3803.74658203125
446	3803.75732421875
447	3803.77978515625
448	3803.84326171875
449	3803.78662109375
450	3803.78125
451	3803.82763671875
452	3803.787841796875
453	3803.91015625
454	3803.73046875
455	3803.781982421875
456	3803.88330078125
457	3803.840576171875
458	3803.75537109375
459	3803.854736328125
460	3803.716796875
461	3803.771484375
462	3803.79345703125
463	3803.68017578125
464	3803.83251953125
465	3803.79443359375
466	3803.80224609375
467	3803.745361328125
468	3803.727294921875
469	3803.864501953125
470	3803.84814453125
471	3803.817626953125
472	3803.8125
473	3803.765625
474	3803.79052734375
475	3803.80078125
476	3803.850341796875
477	3803.783935546875
478	3803.844482421875
479	3803.49365234375
480	3803.87646484375
481	3803.81005859375
482	3803.643798828125
483	3803.740966796875
484	3803.86767578125
485	3803.76318359375
486	3803.815185546875
487	3803.81689453125
488	3803.75439453125
489	3803.78515625
490	3803.742919921875
491	3803.717529296875
492	3803.764892578125
493	3803.73291015625
494	3803.82568359375
495	3803.75244140625
496	3803.75537109375
497	3803.768798828125
498	3803.73583984375
499	3803.720703125
500	3803.78515625
501	3803.85107421875
502	3803.76806640625
503	3803.762451171875
504	3803.844482421875
505	3803.807373046875
506	3803.802734375
507	3803.735595703125
508	3803.750732421875
509	3803.833251953125
510	3803.82080078125
511	3803.828125
512	3803.74658203125
513	3803.81640625
514	3803.70361328125
515	3803.83056640625
516	3804.089111328125
517	3804.010498046875
518	3803.817138671875
519	3803.770263671875
520	3803.89013671875
521	3803.90234375
522	3803.80419921875
523	3803.798095703125
524	3803.833984375
525	3803.73486328125
526	3803.725830078125
527	3803.819580078125
528	3803.78564453125
529	3803.833984375
530	3803.95703125
531	3803.8984375
532	3803.866455078125
533	3803.71923828125
534	3803.763671875
535	3803.743408203125
536	3803.80908203125
537	3803.80615234375
538	3803.815185546875
539	3803.807373046875
540	3803.81201171875
541	3803.784423828125
542	3803.85986328125
543	3803.811279296875
544	3803.81005859375
545	3803.7578125
546	3803.78662109375
547	3803.74755859375
548	3803.832763671875
549	3803.77978515625
550	3803.77734375
551	3803.75634765625
552	3803.7734375
553	3803.791748046875
554	3803.7578125
555	3803.77099609375
556	3803.78466796875
557	3803.846923828125
558	3803.824951171875
559	3804.621826171875
560	3803.801513671875
561	3803.72900390625
562	3803.904296875
563	3803.780029296875
564	3803.596923828125
565	3803.78125
566	3803.62255859375
567	3803.725341796875
568	3803.797607421875
569	3803.901123046875
570	3803.833251953125
571	3803.784423828125
572	3803.5078125
573	3803.530029296875
574	3803.81201171875
575	3803.63818359375
576	3803.856689453125
577	3804.16796875
578	3803.84033203125
579	3803.803955078125
580	3803.71826171875
581	3803.70703125
582	3803.771484375
583	3803.811767578125
584	3803.756591796875
585	3803.74658203125
586	3803.770751953125
587	3803.73291015625
588	3803.8984375
589	3803.69921875
590	3803.76904296875
591	3803.864501953125
592	3803.78857421875
593	3803.805908203125
594	3803.72900390625
595	3803.864013671875
596	3803.66357421875
597	3803.72314453125
598	3803.85205078125
599	3803.8515625
600	3803.779296875
601	3803.767578125
602	3803.76025390625
603	3803.94482421875
604	3803.826904296875
605	3803.798828125
606	3803.81005859375
607	3803.844970703125
608	3803.64697265625
609	3803.83154296875
610	3803.84375
611	3803.80712890625
612	3803.81494140625
613	3803.71875
614	3803.844482421875
615	3803.82275390625
616	3803.630859375
617	3803.810546875
618	3803.805908203125
619	3803.774169921875
620	3803.768310546875
621	3803.768310546875
622	3803.802734375
623	3803.714111328125
624	3803.74853515625
625	3803.858154296875
626	3803.78515625
627	3803.778564453125
628	3803.671875
629	3803.576904296875
630	3803.793701171875
631	3803.770751953125
632	3803.88916015625
633	3803.876953125
634	3803.66357421875
635	3803.73583984375
636	3803.813720703125
637	3803.81982421875
638	3803.83251953125
639	3803.76904296875
640	3803.750732421875
641	3803.82666015625
642	3803.73046875
643	3803.69970703125
644	3803.688232421875
645	3803.73193359375
646	3803.897216796875
647	3803.7578125
648	3803.77783203125
649	3803.806640625
650	3803.774658203125
651	3803.75390625
652	3803.75634765625
653	3803.784423828125
654	3803.66943359375
655	3803.70654296875
656	3803.880859375
657	3803.82666015625
658	3803.84912109375
659	3803.87158203125
660	3803.73779296875
661	3803.795654296875
662	3803.8671875
663	3803.75439453125
664	3803.81005859375
665	3803.68115234375
666	3803.817626953125
667	3803.75390625
668	3803.72802734375
669	3803.65380859375
670	3803.720703125
671	3803.81103515625
672	3803.792236328125
673	3803.82470703125
674	3803.766845703125
675	3803.854736328125
676	3803.74755859375
677	3803.77294921875
678	3803.712890625
679	3803.77880859375
680	3803.81640625
681	3803.79638671875
682	3803.82763671875
683	3803.839111328125
684	3803.824951171875
685	3803.85595703125
686	3803.71875
687	3803.919921875
688	3803.81103515625
689	3803.828857421875
690	3803.735107421875
691	3803.86572265625
692	3803.83203125
693	3803.805419921875
694	3803.938232421875
695	3803.76953125
696	3803.845703125
697	3803.85791015625
698	3803.819580078125
699	3803.80078125
700	3803.82958984375
701	3803.755859375
702	3803.807861328125
703	3803.789794921875
704	3803.74951171875
705	3803.826904296875
706	3803.751953125
707	3803.757080078125
708	3803.72607421875
709	3803.798828125
710	3803.763671875
711	3803.690673828125
712	3803.849609375
713	3803.780517578125
714	3803.81396484375
715	3803.830810546875
716	3803.833251953125
717	3803.77734375
718	3803.76171875
719	3803.620361328125
720	3803.828125
721	3803.809814453125
722	3803.67333984375
723	3803.923828125
724	3803.845703125
725	3803.887451171875
726	3803.84228515625
727	3803.727294921875
728	3803.86474609375
729	3803.852294921875
730	3803.77197265625
731	3803.801513671875
732	3803.835205078125
733	3803.78955078125
734	3803.79541015625
735	3803.78955078125
736	3803.828125
737	3803.84326171875
738	3803.59228515625
739	3803.64599609375
740	3803.79736328125
741	3803.76806640625
742	3803.823486328125
743	3803.67822265625
744	3803.8046875
745	3803.815185546875
746	3803.779296875
747	3803.721435546875
748	3803.78076171875
749	3803.796142578125
750	3803.833251953125
751	3803.82177734375
752	3803.83984375
753	3803.81689453125
754	3803.81396484375
755	3803.748046875
756	3803.845703125
757	3803.81005859375
758	3803.65625
759	3803.785888671875
760	3803.672607421875
761	3803.75634765625
762	3803.76416015625
763	3803.70654296875
764	3803.784423828125
765	3737.19775390625
766	3803.785888671875
767	3803.653076171875
768	3803.748046875
769	3803.796142578125
770	3803.778564453125
771	3803.73681640625
772	3803.753173828125
773	3803.750732421875
774	3803.795654296875
775	3803.848388671875
776	3803.81884765625
777	3803.836669921875
778	3803.90869140625
779	3803.84228515625
780	3803.79443359375
781	3803.716796875
782	3803.714111328125
783	3803.78466796875
784	3803.766357421875
785	3803.789794921875
786	3803.72509765625
787	3803.85302734375
788	3803.883544921875
789	3803.63916015625
790	3803.759765625
791	3803.75
792	3803.727294921875
793	3803.80224609375
794	3803.763671875
795	3803.76611328125
796	3803.75390625
797	3803.733154296875
798	3803.75830078125
799	3803.6640625
800	3803.82080078125
801	3803.82958984375
802	3803.815185546875
803	3803.87841796875
804	3803.65869140625
805	3803.815673828125
806	3803.84228515625
807	3803.919189453125
808	3803.727294921875
809	3803.663330078125
810	3803.645263671875
811	3803.66552734375
812	3803.65185546875
813	3803.801513671875
814	3803.81591796875
815	3803.72802734375
816	3803.844970703125
817	3803.66455078125
818	3803.75146484375
819	3803.750732421875
820	3803.77197265625
821	3803.77197265625
822	3803.81884765625
823	3803.83154296875
824	3803.87060546875
825	3803.6953125
826	3803.84814453125
827	3803.82470703125
828	3803.82275390625
829	3803.80908203125
830	3803.682373046875
831	3803.7734375
832	3803.82275390625
833	3803.790283203125
834	3803.800048828125
835	3803.810546875
836	3803.90966796875
837	3803.78662109375
838	3803.77978515625
839	3803.913330078125
840	3803.805419921875
841	3803.81640625
842	3803.80859375
843	3803.832763671875
844	3803.724609375
845	3803.751953125
846	3803.813232421875
847	3803.754638671875
848	3803.80078125
849	3803.79345703125
850	3803.729248046875
851	3803.837890625
852	3803.81884765625
853	3803.831298828125
854	3803.850830078125
855	3803.840576171875
856	3803.839111328125
857	3803.815673828125
858	3803.82666015625
859	3803.733154296875
860	3803.69873046875
861	3803.72998046875
862	3803.817138671875
863	3803.81884765625
864	3803.721435546875
865	3803.77978515625
866	3803.81103515625
867	3803.770263671875
868	3803.751953125
869	3803.793701171875
870	3803.78173828125
871	3803.88427734375
872	3803.798095703125
873	3803.746826171875
874	3803.73193359375
875	3803.830810546875
876	3803.766845703125
877	3803.68017578125
878	3803.786376953125
879	3803.7578125
880	3803.861328125
881	3803.82080078125
882	3803.76318359375
883	3803.73876953125
884	3803.716796875
885	3803.781982421875
886	3803.76416015625
887	3803.811767578125
888	3803.74560546875
889	3803.72119140625
890	3803.712158203125
891	3803.7265625
892	3803.72216796875
893	3803.89208984375
894	3803.869873046875
895	3803.739013671875
896	3803.74853515625
897	3803.87451171875
898	3803.82861328125
899	3803.781982421875
900	3803.83349609375
901	3803.798095703125
902	3803.860107421875
903	3803.760986328125
904	3803.781982421875
905	3803.708984375
906	3803.77490234375
907	3803.803466796875
908	3803.79150390625
909	3803.828857421875
910	3803.82958984375
911	3803.77392578125
912	3803.8203125
913	3803.8359375
914	3803.805908203125
915	3803.82958984375
916	3803.690185546875
917	3803.798095703125
918	3803.836669921875
919	3803.821044921875
920	3803.809326171875
921	3803.846923828125
922	3803.74853515625
923	3803.709716796875
924	3803.919189453125
925	3803.844482421875
926	3803.677734375
927	3803.803466796875
928	3803.799560546875
929	3803.811279296875
930	3803.739013671875
931	3803.798095703125
932	3803.962890625
933	3803.79931640625
934	3803.750732421875
935	3803.89111328125
936	3803.809814453125
937	3803.787109375
938	3803.893310546875
939	3803.76416015625
940	3803.737060546875
941	3803.781982421875
942	3803.80615234375
943	3803.809326171875
944	3803.84423828125
945	3803.797607421875
946	3803.733642578125
947	3803.715576171875
948	3803.843017578125
949	3803.80615234375
950	3803.713623046875
951	3803.779296875
952	3803.778076171875
953	3803.7890625
954	3803.79833984375
955	3803.756591796875
956	3803.86083984375
957	3803.859375
958	3803.732421875
959	3803.77734375
960	3803.856201171875
961	3803.776611328125
962	3803.84326171875
963	3803.71875
964	3803.77197265625
965	3803.77294921875
966	3803.80419921875
967	3803.57568359375
968	3803.84033203125
969	3803.783935546875
970	3803.71826171875
971	3803.80810546875
972	3803.792236328125
973	3803.786376953125
974	3803.75390625
975	3803.862548828125
976	3803.84375
977	3803.869873046875
978	3803.828125
979	3803.745361328125
980	3803.70751953125
981	3803.81640625
982	3803.80615234375
983	3803.800048828125
984	3803.754638671875
985	3803.792236328125
986	3803.798828125
987	3803.785888671875
988	3803.80712890625
989	3803.84326171875
990	3803.739013671875
991	3803.8046875
992	3803.84423828125
993	3803.88037109375
994	3803.732421875
995	3803.82470703125
996	3803.67626953125
997	3803.67822265625
998	3803.78564453125
999	3803.82666015625
1000	3803.774169921875
1001	3803.75732421875
1002	3803.72265625
1003	3803.912841796875
1004	3803.83984375
1005	3803.77685546875
1006	3803.75048828125
1007	3803.770263671875
1008	3803.788330078125
1009	3803.8828125
1010	3803.750732421875
1011	3803.848388671875
1012	3803.84375
1013	3803.712158203125
1014	3803.873779296875
1015	3803.811279296875
1016	3803.80810546875
1017	3803.838623046875
1018	3803.65625
1019	3803.713623046875
1020	3803.79296875
1021	3803.805908203125
1022	3803.77392578125
1023	3803.78271484375
1024	3803.702392578125
1025	3803.76220703125
1026	3803.86279296875
1027	3803.798828125
1028	3803.84423828125
1029	3803.80712890625
1030	3803.791748046875
1031	3803.758544921875
1032	3803.84375
1033	3803.78076171875
1034	3803.84033203125
1035	3803.74072265625
1036	3803.69091796875
1037	3803.77001953125
1038	3803.75927734375
1039	3803.77978515625
1040	3803.80712890625
1041	3803.779296875
1042	3803.775390625
1043	3803.849609375
1044	3803.801513671875
1045	3803.819091796875
1046	3803.81982421875
1047	3803.781982421875
1048	3803.67431640625
1049	3803.731689453125
1050	3803.853515625
1051	3803.70556640625
1052	3803.759033203125
1053	3803.814453125
1054	3803.757080078125
1055	3803.81201171875
1056	3803.737060546875
1057	3803.776611328125
1058	3803.78564453125
1059	3803.79638671875
1060	3803.8046875
1061	3803.91162109375
1062	3803.78271484375
1063	3803.817138671875
1064	3803.817138671875
1065	3803.84423828125
1066	3803.80419921875
1067	3803.75537109375
1068	3803.735107421875
1069	3803.84912109375
1070	3803.92431640625
1071	3803.755859375
1072	3803.81396484375
1073	3803.81201171875
1074	3803.830810546875
1075	3803.77880859375
1076	3803.772705078125
1077	3803.684814453125
1078	3803.8046875
1079	3803.753173828125
1080	3803.72705078125
1081	3803.803466796875
1082	3803.675048828125
1083	3803.88232421875
1084	3803.821533203125
1085	3803.74609375
1086	3803.783203125
1087	3803.83349609375
1088	3803.909423828125
1089	3803.532470703125
1090	3803.802001953125
1091	3803.78759765625
1092	3803.82470703125
1093	3803.801513671875
1094	3803.822998046875
1095	3803.719482421875
1096	3803.75146484375
1097	3803.727294921875
1098	3803.828125
1099	3803.87158203125
1100	3803.77587890625
1101	3803.782470703125
1102	3803.80078125
1103	3803.764404296875
1104	3803.88037109375
1105	3803.80712890625
1106	3803.85546875
1107	3803.844482421875
1108	3803.764892578125
1109	3803.819580078125
1110	3803.78955078125
1111	3803.809326171875
1112	3803.824951171875
1113	3803.837890625
1114	3803.827392578125
1115	3803.8125
1116	3803.785888671875
1117	3803.76806640625
1118	3803.7578125
1119	3803.800048828125
1120	3803.76318359375
1121	3803.74560546875
1122	3803.813720703125
1123	3803.833984375
1124	3803.810546875
1125	3803.682861328125
1126	3803.82958984375
1127	3803.778076171875
1128	3803.832763671875
1129	3803.80078125
1130	3803.81005859375
1131	3803.53076171875
1132	3803.91162109375
1133	3803.803466796875
1134	3803.684326171875
1135	3803.84912109375
1136	3803.72314453125
1137	3803.792236328125
1138	3803.73974609375
1139	3803.780029296875
1140	3803.822998046875
1141	3803.696044921875
1142	3803.754638671875
1143	3803.819580078125
1144	3803.87841796875
1145	3803.849609375
1146	3803.76416015625
1147	3803.81201171875
1148	3803.778564453125
1149	3803.58935546875
1150	3803.778076171875
1151	3803.80322265625
1152	3803.77685546875
1153	3803.83544921875
1154	3803.775390625
1155	3803.77099609375
1156	3803.71923828125
1157	3803.826171875
1158	3803.81494140625
1159	3803.753173828125
1160	3803.854736328125
1161	3803.809814453125
1162	3803.65478515625
1163	3803.69140625
1164	3803.832763671875
1165	3803.81982421875
1166	3803.821044921875
1167	3803.805908203125
1168	3803.76953125
1169	3803.814453125
1170	3803.75732421875
1171	3803.822265625
1172	3803.788330078125
1173	3803.735595703125
1174	3803.783203125
1175	3803.856201171875
1176	3803.83251953125
1177	3803.77783203125
1178	3803.821044921875
1179	3803.846923828125
1180	3803.746826171875
1181	3803.813720703125
1182	3803.840576171875
1183	3803.765625
1184	3803.758544921875
1185	3803.76416015625
1186	3803.740234375
1187	3803.807861328125
1188	3803.83544921875
1189	3803.86865234375
1190	3803.86328125
1191	3803.87841796875
1192	3803.80029296875
1193	3803.728515625
1194	3803.824951171875
1195	3803.677001953125
1196	3803.82080078125
1197	3803.71630859375
1198	3803.739013671875
1199	3803.77783203125
1200	3803.564453125
1201	3803.788330078125
1202	3803.807861328125
1203	3803.77197265625
1204	3803.826171875
1205	3803.73291015625
1206	3803.74951171875
1207	3803.83984375
1208	3803.76806640625
1209	3803.82763671875
1210	3803.7421875
1211	3803.81201171875
1212	3803.805419921875
1213	3803.80322265625
1214	3803.785888671875
1215	3803.78369140625
1216	3803.65185546875
1217	3803.83935546875
1218	3803.73388671875
1219	3803.8828125
1220	3803.82177734375
1221	3803.783203125
1222	3803.770263671875
1223	3803.725830078125
1224	3803.79833984375
1225	3803.755859375
1226	3803.8125
1227	3803.759765625
1228	3803.71240234375
1229	3803.841796875
1230	3803.71484375
1231	3803.79150390625
1232	3803.82275390625
1233	3803.764892578125
1234	3803.82568359375
1235	3803.75439453125
1236	3803.78564453125
1237	3803.74560546875
1238	3803.80615234375
1239	3803.70166015625
1240	3803.813720703125
1241	3803.75341796875
1242	3803.852294921875
1243	3803.795654296875
1244	3803.634033203125
1245	3803.805908203125
1246	3803.79443359375
1247	3803.78125
1248	3803.85986328125
1249	3803.76513671875
1250	3803.803955078125
1251	3803.84130859375
1252	3803.77294921875
1253	3803.723388671875
1254	3803.69482421875
1255	3803.75341796875
1256	3803.746826171875
1257	3803.80517578125
1258	3803.798095703125
1259	3803.74267578125
1260	3803.74462890625
1261	3803.736328125
1262	3803.84765625
1263	3803.8359375
1264	3803.81884765625
1265	3803.776611328125
1266	3803.721923828125
1267	3803.747314453125
1268	3803.821533203125
1269	3803.82470703125
1270	3803.6875
1271	3803.762939453125
1272	3803.813232421875
1273	3803.7265625
1274	3803.80078125
1275	3803.88427734375
1276	3803.72607421875
1277	3803.79345703125
1278	3803.811767578125
1279	3803.68603515625
1280	3803.864501953125
1281	3803.837158203125
1282	3803.778564453125
1283	3803.934326171875
1284	3803.80859375
1285	3803.52880859375
1286	3803.842529296875
1287	3803.827392578125
1288	3803.68017578125
1289	3803.8671875
1290	3803.748046875
1291	3803.75634765625
1292	3803.889892578125
1293	3803.81689453125
1294	3803.798828125
1295	3803.813232421875
1296	3803.78271484375
1297	3803.733154296875
1298	3803.944580078125
1299	3803.78564453125
1300	3803.906982421875
1301	3803.658935546875
1302	3803.79736328125
1303	3803.76171875
1304	3803.197265625
1305	3803.8515625
1306	3803.822265625
1307	3803.682373046875
1308	3803.60302734375
1309	3803.828857421875
1310	3803.908203125
1311	3803.772216796875
1312	3803.492919921875
1313	3803.77197265625
1314	3803.889892578125
1315	3803.862548828125
1316	3803.922607421875
1317	3803.785888671875
1318	3803.770751953125
1319	3803.843017578125
1320	3803.82568359375
1321	3803.74169921875
1322	3803.802734375
1323	3803.811767578125
1324	3803.86865234375
1325	3803.89013671875
1326	3803.84716796875
1327	3803.981689453125
1328	3803.88037109375
1329	3803.842529296875
1330	3803.81787109375
1331	3803.73193359375
1332	3803.865234375
1333	3803.770263671875
1334	3803.836669921875
1335	3803.78173828125
1336	3803.6015625
1337	3803.811279296875
1338	3803.5859375
1339	3803.700439453125
1340	3803.714111328125
1341	3803.936767578125
1342	3803.844482421875
1343	3803.836669921875
1344	3803.81005859375
1345	3803.739013671875
1346	3803.768798828125
1347	3803.80810546875
1348	3803.65966796875
1349	3803.81640625
1350	3803.671142578125
1351	3803.811279296875
1352	3803.7109375
1353	3803.787841796875
1354	3803.77734375
1355	3803.845703125
1356	3803.854248046875
1357	3803.762451171875
1358	3803.85400390625
1359	3803.93505859375
1360	3803.89306640625
1361	3803.88720703125
1362	3803.75439453125
1363	3803.858154296875
1364	3803.785888671875
1365	3803.830810546875
1366	3803.716796875
1367	3803.87744140625
1368	3803.90673828125
1369	3803.89111328125
1370	3803.74462890625
1371	3803.891357421875
1372	3803.75732421875
1373	3803.765625
1374	3803.83154296875
1375	3803.759765625
1376	3803.721923828125
1377	3803.82177734375
1378	3803.828857421875
1379	3803.860595703125
1380	3803.965576171875
1381	3803.89501953125
1382	3803.81787109375
1383	3803.734375
1384	3803.77001953125
1385	3803.805419921875
1386	3803.712158203125
1387	3803.80712890625
1388	3803.71240234375
1389	3803.80078125
1390	3803.68115234375
1391	3803.91259765625
