	log_likelihood
682	58518.55078125
683	58515.6015625
684	58514.66796875
685	58518.38671875
686	58517.28125
687	58518.6171875
688	58516.9296875
689	58522.7734375
690	58510.1484375
691	58517.6875
692	58518.875
693	58516.2734375
694	58518.17578125
695	58519.3125
696	58518.80078125
697	58516.2890625
698	58518.25
699	58521.48828125
700	58518.5234375
701	58516.1953125
702	58517.9140625
703	58516.48828125
704	58517.17578125
705	58517.6875
706	58517.7265625
707	58519.32421875
708	58516.8203125
709	58518.8359375
710	58520.6875
711	58518.2109375
712	58518.0703125
713	58519.82421875
714	58518.10546875
715	58518.80078125
716	58520.01953125
717	58516.95703125
718	58515.89453125
719	58521.2890625
720	58521.5234375
721	58514.21875
722	58512.61328125
723	58518.40625
724	58518.3984375
725	58516.03125
726	58516.88671875
727	58517.48046875
728	58514.28125
729	58519.69921875
730	58517.8359375
731	58515.8125
732	58512.2734375
733	58516.9921875
734	58516.0390625
735	58517.8984375
736	58516.2734375
737	58516.13671875
738	58518.2734375
739	58515.66796875
740	58515.0625
741	58521.91796875
742	58517.96875
743	58519.8984375
744	58517.5078125
745	58516.76953125
746	58518.9921875
747	58515.4609375
748	58513.8203125
749	58517.7578125
750	58518.79296875
751	58518.8828125
752	58518.82421875
753	58521.2890625
754	58515.2734375
755	58518.7109375
756	58516.25
757	58516.2265625
758	58515.8125
759	58518.8359375
760	58516.98828125
761	58518.7109375
762	58516.6015625
763	58515.3984375
764	58521.7265625
765	58516.17578125
766	58513.48046875
767	58522.3359375
768	58516.5078125
769	58520.85546875
770	58521.0078125
771	58517.39453125
772	58517.39453125
773	58515.3203125
774	58518.15625
775	58521.3671875
776	58520.88671875
777	58516.10546875
778	58518.55078125
779	58516.65625
780	58514.63671875
781	58517.03125
782	58520.9765625
783	58516.3984375
784	58518.35546875
785	58516.1875
786	58516.86328125
787	58522.28125
788	58519.26953125
789	58513.6875
790	58518.3984375
791	58517.26953125
792	58517.59375
793	58518.09375
794	58518.7734375
795	58518.64453125
796	58519.625
797	58520.3125
798	58517.0234375
799	58518.23828125
800	58518.28125
801	58515.36328125
802	58517.1796875
803	58518.08203125
804	58518.17578125
805	58521.70703125
806	58517.9609375
807	58518.13671875
808	58515.375
809	58518.48828125
810	58521.0625
811	58517.3515625
812	58512.4296875
813	58517.94921875
814	58516.91796875
815	58519.2578125
816	58519.91796875
817	58521.6796875
818	58514.51953125
819	58516.1328125
820	58517.6875
821	58519.57421875
822	58514.90625
823	58516.875
824	58516.1640625
825	58516.82421875
826	58519.10546875
827	58516.625
828	58516.3046875
829	58516.875
830	58521.7734375
831	58519.67578125
832	58524.625
833	58515.4140625
834	58516.6875
835	58520.2890625
836	58519.07421875
837	58516.16796875
838	58516.44921875
839	58518.54296875
840	58517.15625
841	58518.48046875
842	58519.66796875
843	58515.6875
844	58514.70703125
845	58522.1796875
846	58515.94921875
847	58518.44921875
848	58518.25
849	58515.9765625
850	58519.25
851	58512.9609375
852	58516.73046875
853	58516.60546875
854	58519.5234375
855	58515.8125
856	58520.4453125
857	58518.30078125
858	58517.5625
859	58515.70703125
860	58522.1484375
861	58513.44921875
862	58517.84375
863	58517.9140625
864	58520.3046875
865	58514.85546875
866	58516.6015625
867	58516.0390625
868	58514.8125
869	58516.7109375
870	58516.76953125
871	58516.6484375
872	58515.125
873	58518.3125
874	58520.7734375
875	58519.9765625
876	58518.65625
877	58515.98828125
878	58520.875
879	58518.9921875
880	58520.48828125
881	58518.8046875
882	58517.3203125
883	58523.25
884	58518.69921875
885	58515.09375
886	58518.8984375
887	58515.5859375
888	58515.1640625
889	58511.82421875
890	58516.0
891	58515.9296875
892	58519.9375
893	58517.3125
894	58515.375
895	58520.1796875
896	58515.73046875
897	58520.2578125
898	58515.34375
899	58516.61328125
900	58518.8515625
901	58515.7578125
902	58515.8359375
903	58515.26171875
904	58515.4296875
905	58514.6484375
906	58519.26171875
907	58518.6875
908	58521.38671875
909	58516.09375
910	58516.88671875
911	58520.11328125
912	58517.40625
913	58518.38671875
914	58518.3203125
915	58520.66796875
916	58516.86328125
917	58518.58203125
918	58522.375
919	58517.6640625
920	58518.8359375
921	58515.2109375
922	58516.92578125
923	58519.7734375
924	58514.03125
925	58516.07421875
926	58520.54296875
927	58521.625
928	58517.44921875
929	58519.9453125
930	58516.26171875
931	58519.64453125
932	58518.8125
933	58517.48828125
934	58522.3359375
935	58512.44921875
936	58517.32421875
937	58519.5
938	58518.7890625
939	58517.01171875
940	58515.03125
941	58519.2890625
942	58517.89453125
943	58517.82421875
944	58513.9921875
945	58514.5625
946	58518.65625
947	58516.5
948	58516.4375
949	58519.13671875
950	58517.125
951	58522.2109375
952	58517.3203125
953	58520.2890625
954	58521.0
955	58520.59375
956	58517.58203125
957	58513.7734375
958	58517.23828125
959	58518.51953125
960	58516.39453125
961	58518.0703125
962	58523.32421875
963	58518.55078125
964	58516.04296875
965	58517.53125
966	58521.3984375
967	58518.9140625
968	58520.4453125
969	58516.53125
970	58518.5390625
971	58519.2265625
972	58517.6875
973	58518.2578125
974	58517.1796875
975	58516.08203125
976	58519.2890625
977	58518.5703125
978	58518.66796875
979	58516.7890625
980	58518.17578125
981	58519.30078125
982	58519.2890625
983	58515.3671875
984	58519.30078125
985	58517.1640625
986	58518.625
987	58518.82421875
988	58514.3203125
989	58514.45703125
990	58516.875
991	58518.36328125
992	58518.63671875
993	58519.65625
994	58519.3828125
995	58520.44921875
996	58518.1171875
997	58523.26171875
998	58522.125
999	58516.82421875
