3.937626664001162569e-01	7.411074135373915683e-02	8.045439090993669606e-02	2.067593103167654489e-01
1.486613915698362931e-01	2.096967656904132060e-02	2.406761050224304199e-02	2.390162698153791912e-02
4.238267322578052609e-01	1.444292108720867940e-01	1.797344982624053955e-01	2.861674791094900305e-01
1.560073064105345353e-01	3.217138821565652257e-02	4.413963688744439173e-02	7.967208993845972809e-02
3.949489215813060949e-02	5.849343311937549479e-03	0.000000000000000000e+00	3.652935466547121979e-02
6.008342233034643515e-02	2.924671655968774740e-03	0.000000000000000000e+00	1.593441798769194492e-02
4.131632701005085728e-01	1.125832348433224994e-01	2.127971682283613386e-01	3.264556780628774524e-01
5.202456913372077718e-01	4.067308892680622512e-02	7.241652409235636856e-02	1.348435193642802676e-01
1.583419082188370075e-01	5.673495626650781887e-02	4.005778498119778180e-02	1.172826701197130922e-01
1.386712919367421859e-01	2.803286822033330961e-02	4.132390684551662946e-02	1.041857237103341605e-01
1.240583551992284206e-01	1.925885325242698495e-02	4.768703712357415248e-02	8.237974671111709946e-02
3.388840514834564610e-01	8.730035290939396064e-02	1.094217913018332572e-01	2.620080339497533606e-01
6.979460291343160538e-02	1.340950994048943461e-02	1.725629634327358747e-02	3.652935466547121979e-02
7.200394526566608611e-02	1.512033325710377026e-02	1.725629634327358747e-02	3.186883597538388985e-02
2.958776950836181641e-01	8.083517038369480989e-02	1.218954986996120815e-01	2.274970350594356094e-01
3.652355930592754429e-02	5.849343311937549479e-03	7.629252142376369804e-03	1.593441798769194492e-02
2.830569224782509274e-01	7.106720546126868432e-02	7.457037766774494980e-02	1.751487830589557593e-01
9.347972539391848079e-02	5.849343311937549479e-03	1.444056630134582520e-02	7.441253771727111832e-02
9.259247543788191870e-02	1.633418159645820891e-02	4.132390684551662946e-02	9.229981762239303222e-02
4.234322935047716424e-02	2.924671655968774740e-03	1.444056630134582520e-02	2.059493667777927486e-02
1.697770959079855646e-01	4.729172147276029109e-02	3.524426288074917341e-02	8.825130572264221207e-02
1.486613915698362931e-01	1.754802993581264930e-02	2.206981844372219587e-02	4.449656365931719398e-02
1.350587004482156073e-01	3.437918650953075694e-02	4.813522100448608398e-03	1.255224819841055939e-01
1.103326684177512035e-01	2.218352490839575752e-02	2.969907058609856654e-02	8.568643701487574371e-02
6.293175952269298989e-02	1.169868662387509896e-02	1.725629634327358747e-02	2.856214567162524559e-02
3.291928414070960374e-01	5.727958478002105613e-02	7.220283150672912598e-02	1.852116420351225812e-01
5.184596127802781895e-02	5.849343311937549479e-03	7.629252142376369804e-03	0.000000000000000000e+00
5.868318812681896368e-01	4.265622650017718287e-02	3.651038474506802106e-02	1.348435193642802676e-01
1.377840419807056516e-01	8.774014967906324652e-03	1.925408840179443359e-02	6.839819064085510270e-02
8.689580105318880920e-02	8.774014967906324652e-03	3.651038474506802106e-02	6.373767195076777969e-02
5.236395396808586344e-01	9.011916168631380064e-02	7.302076949013604212e-02	1.116914694336639258e-01
1.993247117146406955e-01	3.388221153227085475e-02	5.250055922402276087e-02	1.150202997799577437e-01
1.246973500393404877e-01	5.849343311937549479e-03	4.813522100448608398e-03	1.593441798769194492e-02
9.323147027799398578e-02	2.947137728019102662e-02	3.324647082222832728e-02	7.771922802102976258e-02
2.460303637060788640e-02	2.439132320226999190e-02	3.451259268654717494e-02	5.381760103949185386e-02
5.205440993356232754e-02	2.803286822033330961e-02	5.050276716550191475e-02	8.102591832478840683e-02
4.124409231809106346e-01	1.140082254691466013e-01	1.788876851399739398e-01	3.848984214081161426e-01
2.658715578589108675e-01	6.456743715181632870e-02	7.966738608148363210e-02	1.863071617038770666e-01
8.067195250256227468e-02	2.218352490839575752e-02	2.406761050224304199e-02	8.433260862854705109e-02
1.381882204867825592e-01	1.340950994048943461e-02	9.627044200897216797e-03	6.043098164700913544e-02
1.738727588464717977e-01	4.823325555535811632e-02	3.913048406442007354e-02	1.097662722927400386e-01
9.323147027799398578e-02	1.462335827984387326e-02	9.627044200897216797e-03	4.449656365931719398e-02
4.117706034443165825e-02	1.754802993581264930e-02	7.629252142376369804e-03	5.172195105717099922e-02
6.409792852873849589e-02	8.774014967906324652e-03	0.000000000000000000e+00	7.967208993845972462e-03
3.811702208943886228e-01	1.110898693905601059e-01	1.090829703542921247e-01	3.012320721286466663e-01
1.623870783513135241e-01	3.559303484888519387e-02	1.444056630134582520e-02	6.839819064085510270e-02
1.426857981351342397e-01	3.388221153227085475e-02	2.007202638520134974e-02	9.155799602640085633e-02
6.868251573921430042e-01	2.051753072296013947e-01	1.967737641599443255e-01	4.079769863479438818e-01
9.735325350619778995e-01	9.955667041022063513e-02	6.539151734775966451e-02	1.713728740297514874e-01
0.000000000000000000e+00	5.849343311937549479e-03	4.813522100448608398e-03	6.765636904486294068e-02
1.121378322639087627e-01	2.047270159178142188e-02	1.925408840179443359e-02	7.483055673796555618e-02
8.288129485479675540e-02	1.925885325242698495e-02	2.688334054417080426e-02	7.305870933094243957e-02
1.513538053720304144e-01	2.389434822501009664e-02	1.925408840179443359e-02	1.226850104057925911e-01
1.916436157604255175e-01	1.462335827984387326e-02	4.813522100448608398e-03	3.983604496922986404e-02
1.364619495845077191e-01	3.437918650953075694e-02	4.214184482892354561e-02	1.016208550025676921e-01
1.371009444246197584e-01	1.804500491307254456e-02	2.007202638520134974e-02	7.562357803870892181e-02
2.901233392186683968e+00	6.049299028855336102e-01	7.046455691258112219e-01	9.764703087423040051e-01
1.121378322639087627e-01	2.924671655968774740e-03	1.244277424282497907e-02	1.593441798769194492e-02
6.862843390738610286e-03	1.169868662387509896e-02	2.688334054417080426e-02	2.059493667777927486e-02
5.606891613195438134e-02	1.169868662387509896e-02	2.206981844372219587e-02	2.525545536786660480e-02
7.886678865640470160e-02	1.683115657371810764e-02	1.925408840179443359e-02	2.390162698153791912e-02
1.085275045715936304e-01	1.048483828452066030e-02	9.627044200897216797e-03	5.246377265316316124e-02
9.574548324736037452e-02	4.193935313808264120e-02	2.969907058609856654e-02	1.573913179594894907e-01
7.200394526566608611e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.449656365931719398e-02
2.589940599875875105e-01	1.462335827984387326e-02	2.888113260269165039e-02	6.839819064085510270e-02
1.750695917866017526e-01	1.462335827984387326e-02	4.813522100448608398e-03	3.652935466547121979e-02
1.474952225637908010e-01	8.774014967906324652e-03	2.206981844372219587e-02	6.043098164700913544e-02
1.372568678147722057e-02	1.462335827984387326e-02	2.969907058609856654e-02	3.652935466547121979e-02
3.838166694829959757e-01	5.777655975728095139e-02	7.656816972626580287e-02	1.393612499894766876e-01
8.472208457418007876e-01	4.062809189663657561e-01	3.965534021457036151e-01	5.495265461932653528e-01
2.460303637060788640e-02	5.849343311937549479e-03	1.444056630134582520e-02	2.390162698153791912e-02
5.490274712590888229e-02	1.183777217623553646e-01	9.182667401101854421e-02	1.483912769405321130e-01
2.676620672244836574e-01	1.925885325242698495e-02	2.406761050224304199e-02	3.322266436171257553e-02
0.000000000000000000e+00	1.869542991058735851e-02	1.725629634327358747e-02	4.449656365931719398e-02
1.309211985899670361e-01	1.048483828452066030e-02	7.629252142376369804e-03	2.856214567162524559e-02
