6.085797627766927065e-02	5.175185714449200836e-01	1.122762752029130978e-01	2.167236144284167831e-01	2.956084229729392110e-01	5.445729318212290393e-02
2.851110776265462082e-02	1.634984129951113641e-01	6.539124362873581335e-03	2.505351261920239422e-02	1.339547634124755859e-01	2.272613712998687238e-02
1.606638526916503995e-01	5.771539778936476406e-01	1.389175945857785699e-01	2.867223900484751620e-01	3.048391089294896217e-01	1.707533754286218730e-01
3.696784973144531111e-02	1.279828207833426379e-01	1.961737308862074314e-02	8.351170873067464973e-02	2.010883526368574536e-01	2.840767141248359134e-02
4.620981216430663889e-03	0.000000000000000000e+00	6.539124362873581335e-03	3.828980549272284484e-02	6.043915315107865893e-02	0.000000000000000000e+00
4.620981216430663889e-03	0.000000000000000000e+00	0.000000000000000000e+00	1.670234174613493064e-02	9.194584326310591138e-02	0.000000000000000000e+00
4.944653034210205050e-02	4.460583754948207469e-01	1.882867385756294698e-01	3.421884818249438243e-01	4.816645997943300173e-01	1.734001636505126953e-01
4.577955563863118221e-02	3.888595728647141203e-01	4.305988887570939144e-02	1.329908313521419583e-01	5.635385152065393033e-01	6.843063870414359262e-02
6.383322397867838283e-02	2.768155790510631875e-01	5.487840805413587986e-02	1.229348469929522764e-01	8.206212881839636264e-02	2.272613712998687238e-02
3.967095057169596484e-02	2.456409760883876137e-01	3.480074990470454627e-02	1.008555515702948546e-01	6.915679122462417561e-02	2.272613712998687238e-02
2.118702570597330581e-02	2.183218683515276148e-01	2.344251578708864484e-02	8.634985498635165679e-02	7.965902126196658384e-02	3.173115605213602808e-02
8.012712160746256196e-02	5.104837587901523976e-01	1.132388677237168850e-01	2.746349271521510982e-01	2.246976548975164190e-01	8.509393011937375906e-02
1.656604448954264452e-02	1.183288892110188756e-01	6.539124362873581335e-03	3.828980549272284484e-02	5.251115018671208973e-02	9.005018922149157432e-03
1.926914532979329478e-02	1.139878999619256816e-01	6.539124362873581335e-03	3.340468349226986128e-02	3.765010111259691622e-02	2.036808748714259362e-02
9.458748022715250670e-02	4.559515998477027265e-01	7.958065338854519721e-02	2.384607475924204745e-01	1.888015306357181400e-01	1.013114335107021674e-01
9.241962432861327778e-03	0.000000000000000000e+00	0.000000000000000000e+00	1.670234174613493064e-02	5.589211348331335483e-02	9.005018922149157432e-03
8.036957263946532815e-02	4.708548954554966359e-01	7.342664250787699076e-02	1.835896882666162577e-01	1.467926104863484793e-01	5.628633889995637157e-02
4.620981216430663889e-03	1.481565804708571688e-01	1.307824872574716267e-02	7.799868411328418627e-02	4.877084674257221170e-02	1.136306856499343619e-02
2.118702570597330581e-02	1.566488402230399035e-01	2.615649745149432534e-02	9.674800160419509687e-02	4.815233114993933139e-02	2.840767141248359134e-02
4.620981216430663889e-03	9.902102606637137872e-02	1.036426706134148390e-02	2.158746374658791420e-02	1.664564103791207894e-02	0.000000000000000000e+00
5.815487543741861692e-02	2.142766543797084144e-01	4.034590721130371094e-02	9.250438069722738410e-02	1.206900856711647790e-01	2.840767141248359134e-02
2.310490608215332031e-02	1.678394022442045719e-01	6.539124362873581335e-03	4.664097636579030842e-02	1.311923157085072011e-01	2.036808748714259362e-02
3.313208897908528905e-02	1.802976926167806082e-01	4.034590721130371094e-02	1.183354653507830145e-01	9.194584326310591138e-02	5.681534282496718095e-03
1.848392486572265556e-02	2.036507697332473055e-01	3.652076451283580577e-02	8.981590385896613682e-02	6.203552448388301860e-02	1.136306856499343619e-02
9.241962432861327778e-03	6.601401737758091914e-02	1.961737308862074314e-02	2.993863461965537778e-02	5.429574215050899516e-02	1.468655320464587639e-02
6.277585665384928515e-02	2.765143598828996852e-01	8.711374480769319695e-02	1.774351625557405443e-01	2.929134657888701199e-01	7.385994567245733611e-02
9.241962432861327778e-03	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.934003165273953440e-02	9.005018922149157432e-03
3.234686851501464983e-02	3.298011847904750438e-01	8.994492044988668111e-02	1.329908313521419583e-01	6.548658428770123274e-01	3.173115605213602808e-02
1.386294364929199253e-02	1.155245304107666016e-01	6.539124362873581335e-03	6.334331811192524253e-02	1.478379567464192801e-01	1.704460284749015342e-02
1.386294364929199253e-02	1.444863251277378746e-01	1.518337681608380139e-02	6.680936698453972256e-02	3.765010111259691622e-02	3.173115605213602808e-02
4.969813346862792663e-02	2.756157772881643875e-01	1.507826683656224576e-01	1.170741908521537589e-01	6.679442362351850626e-01	4.641770925678190968e-02
3.967095057169596484e-02	3.211430027371361406e-01	4.133987426757812500e-02	1.205634467573050983e-01	1.068068923372210849e-01	3.977073997747702927e-02
4.620981216430663889e-03	7.566794894990466758e-02	6.539124362873581335e-03	1.670234174613493064e-02	1.426724014860210887e-01	5.681534282496718095e-03
2.999873161315918038e-02	1.896558489118303492e-01	3.652076451283580577e-02	8.146473298589866630e-02	4.200892014936967456e-02	1.704460284749015342e-02
1.194506327311197977e-02	9.217145329429990430e-02	3.763192554689803043e-02	5.641122036669627554e-02	2.714787107525449758e-02	1.468655320464587639e-02
3.504996935526529661e-02	7.132695970081147363e-02	3.269562181436790754e-02	7.657961098544568967e-02	4.815233114993933139e-02	4.073617497428518724e-02
4.386167526245117465e-02	4.793469678787958266e-01	1.993758993328742235e-01	4.034477429217602773e-01	5.057982748205011037e-01	1.082619174582059168e-01
5.964249928792317995e-02	4.073749099458967016e-01	9.265890211429235468e-02	1.869346492261771686e-01	1.648896282369440303e-01	6.196787318245309401e-02
2.310490608215332031e-02	5.916444460550943779e-02	2.344251578708864484e-02	8.839683073112764022e-02	8.580243226253625455e-02	2.272613712998687238e-02
1.386294364929199253e-02	9.748439561753045879e-02	1.036426706134148390e-02	6.334331811192524253e-02	1.494343280792236328e-01	1.136306856499343619e-02
4.577955563863118221e-02	2.779772508712041734e-01	6.141753241700945859e-02	1.150562131261251009e-01	1.135688189304236151e-01	1.704460284749015342e-02
4.620981216430663889e-03	1.485315390995570473e-01	3.269562181436790754e-02	4.664097636579030842e-02	3.765010111259691622e-02	1.136306856499343619e-02
2.310490608215332031e-02	1.086749576386951271e-01	6.539124362873581335e-03	5.421457520450453926e-02	1.050223003734241864e-02	0.000000000000000000e+00
4.620981216430663889e-03	1.650350434439522979e-02	2.344251578708864484e-02	8.351170873067465319e-03	7.094138318842108104e-02	0.000000000000000000e+00
6.469373703002929965e-02	2.926429055985950156e-01	1.764498116835108432e-01	3.157492804240031314e-01	4.513743826837250950e-01	8.233596066959568416e-02
2.310490608215332031e-02	9.217145329429990430e-02	6.378842299839235230e-02	6.334331811192524253e-02	1.837034658952192701e-01	1.136306856499343619e-02
3.504996935526529661e-02	2.169749566486903480e-01	4.133987426757812500e-02	9.597042956984186413e-02	8.303998455856785588e-02	9.005018922149157432e-03
2.062762498855590931e-01	7.869053341093517062e-01	2.491352985490043193e-01	4.109361861125532256e-01	5.853685537974039343e-01	1.531432573912573647e-01
8.641438007354736162e-02	5.836005154110136539e-01	1.395439336884696513e-01	1.712806368448648031e-01	1.118417642333290773e+00	4.877575889962618150e-02
9.241962432861327778e-03	0.000000000000000000e+00	0.000000000000000000e+00	7.091691695063946643e-02	0.000000000000000000e+00	5.681534282496718095e-03
2.310490608215332031e-02	1.416819663274855867e-01	2.615649745149432534e-02	7.843684862895183851e-02	8.144361322576348927e-02	1.136306856499343619e-02
2.118702570597330581e-02	1.401453358786446668e-01	1.961737308862074314e-02	7.657961098544568967e-02	5.429574215050899516e-02	1.704460284749015342e-02
