2.819873343457232617e-01	1.472241646902901768e-01	4.611194189725347642e-02
2.730666674100435537e-02	9.140359878540038618e-02	2.142886488650326549e-02
6.398969312290568867e-01	5.299359049115862086e-02	9.762636372740839813e-03
3.650433938581865156e-02	2.608198983328683176e-02	1.195342652674571959e-01
0.000000000000000000e+00	2.047725132533481998e-02	2.333245702752485135e-02
0.000000000000000000e+00	4.259840011596680021e-02	3.254212124246946315e-03
4.792984239347688330e-02	3.004283087594168677e-02	5.360026930419492519e-01
3.011340099376636631e-02	3.740440055302211020e-01	6.293597467628443687e-02
2.406658942882831387e-01	9.196788242885046288e-03	0.000000000000000000e+00
1.784963568488320274e-01	1.816030774797712175e-02	0.000000000000000000e+00
1.634171375861534770e-01	7.921682085309710020e-03	0.000000000000000000e+00
4.755669570231175758e-01	2.927979469299316420e-02	8.412016389515478490e-03
8.127284049987792969e-02	6.277784620012555848e-03	0.000000000000000000e+00
8.249890411293113457e-02	6.277784620012555848e-03	0.000000000000000000e+00
4.521562188536256133e-01	1.547457286289760127e-02	6.508424248493892630e-03
7.617002005105490137e-03	2.735709599086216456e-02	6.508424248493892630e-03
3.653576950450520000e-01	2.807231358119419498e-02	0.000000000000000000e+00
1.026809438244327133e-01	3.960841042654855010e-03	0.000000000000000000e+00
1.177771798856965813e-01	2.107931137084960785e-02	9.762636372740839813e-03
4.476850111405927812e-02	3.960841042654855010e-03	0.000000000000000000e+00
1.909481011904202996e-01	3.235977445329938501e-02	3.254212124246946315e-03
7.423474238469050801e-02	6.075870786394391848e-02	9.762636372740839813e-03
1.447974954332624242e-01	3.632061549595424349e-02	3.254212124246946315e-03
1.431485689603365363e-01	7.921682085309710020e-03	3.254212124246946315e-03
3.492366874610984551e-02	3.004283087594168677e-02	1.166622851376242567e-02
2.214781635410183191e-01	1.570294625418526824e-01	2.603369699397557052e-02
1.365333337050217768e-02	2.992252622331891335e-02	0.000000000000000000e+00
8.314606383606627793e-02	3.628196661812918555e-01	3.634930552451263314e-02
8.824268278184828340e-02	4.947824478149413785e-02	0.000000000000000000e+00
1.037692394885388059e-01	7.921682085309710020e-03	6.508424248493892630e-03
1.142550300765823520e-02	4.923440987723214368e-01	2.928790911822251944e-02
2.329479233249203141e-01	1.508032798767089573e-02	3.254212124246946315e-03
3.269583838326590303e-02	5.776871817452566837e-02	0.000000000000000000e+00
1.421468022105457918e-01	3.960841042654855010e-03	6.508424248493892630e-03
0.000000000000000000e+00	0.000000000000000000e+00	8.737437601940173382e-02
8.695456483861901953e-02	2.376504625592913006e-02	2.928790911822251944e-02
1.142550300765823520e-02	4.753009251185826012e-02	5.550160161766087841e-01
3.467720013398390422e-01	3.842189925057547251e-02	0.000000000000000000e+00
9.205118378440102500e-02	3.235977445329938501e-02	8.412016389515478490e-03
7.007163435548216524e-02	5.904382433210100117e-02	3.254212124246946315e-03
2.262700730627709711e-01	1.315762928553989956e-02	3.254212124246946315e-03
5.935534540113512197e-02	3.004283087594168677e-02	9.762636372740839813e-03
7.265407174498170195e-02	3.960841042654855010e-03	0.000000000000000000e+00
9.844832367949432617e-03	2.675503594534737670e-02	1.301684849698778526e-02
6.223033548711420088e-02	8.123595918927874193e-02	3.812179128888626978e-01
2.888733738071315796e-02	4.820313862391880505e-02	9.001729410019279620e-02
1.715265145668616598e-01	1.188252312796456503e-02	0.000000000000000000e+00
6.754286459514072805e-01	2.272963196890694648e-01	8.976731949568914071e-02
1.129669121333530951e-01	6.739723164694649826e-01	3.634930552451263314e-02
0.000000000000000000e+00	0.000000000000000000e+00	3.739692795444542195e-02
1.284689942559043008e-01	7.921682085309710020e-03	3.254212124246946315e-03
1.136140718564882385e-01	1.419946670532226500e-02	0.000000000000000000e+00
1.243303608108352887e-01	4.116231782095772923e-02	2.142886488650326549e-02
2.665950701786921548e-02	1.264491081237792969e-01	0.000000000000000000e+00
1.773385490689958766e-01	2.608198983328683176e-02	0.000000000000000000e+00
3.808501002552745068e-03	7.921682085309710020e-03	1.197842398719608514e-01
8.496366044977209375e-01	2.494425216402326395e+00	1.486223639456878687e-01
0.000000000000000000e+00	7.264123099190848698e-02	1.166622851376242567e-02
0.000000000000000000e+00	3.960841042654855010e-03	3.960351764875958552e-02
6.984733749221969101e-02	6.277784620012555848e-03	0.000000000000000000e+00
7.617002005105490137e-03	7.921682085309710020e-03	6.588718924723879766e-02
3.808501002552745068e-03	9.895648956298827570e-02	6.508424248493892630e-03
4.031284038837139316e-02	2.735709599086216456e-02	1.195079933309778908e-01
3.334299810640104639e-02	7.921682085309710020e-03	1.731868305116751952e-02
5.015767275632082578e-02	1.669638334001813662e-01	6.508424248493892630e-03
7.617002005105490137e-03	1.310829952784947072e-01	3.254212124246946315e-03
5.677290801163557832e-02	7.824596949986048489e-02	6.508424248493892630e-03
0.000000000000000000e+00	1.188252312796456503e-02	4.801553403827506228e-02
1.652841594193008024e-01	2.522329262324741750e-01	6.508424248493892630e-03
1.346705385616847384e+00	1.882672636849539727e-01	4.095413763198494511e-02
1.523400401021098027e-02	1.419946670532226500e-02	1.301684849698778526e-02
7.617002005105490137e-03	2.900099345615931787e-02	2.501047485870934173e-01
1.142550300765823520e-02	1.947607067653110979e-01	8.412016389515478490e-03
0.000000000000000000e+00	0.000000000000000000e+00	5.064283850047510138e-02
4.318783047435047900e-02	5.739992686680384787e-02	6.508424248493892630e-03
0.000000000000000000e+00	0.000000000000000000e+00	9.136791408341815579e-02
1.968966473589886523e-02	2.302473000117710722e-01	6.508424248493892630e-03
1.107337134225027941e-01	4.186551775251116242e-02	2.437525970835081324e-01
2.285100601531647041e-02	2.900099345615931787e-02	1.025394923250440155e-01
1.365333337050217768e-02	3.467671803065709019e-02	3.905053564080609996e-01
0.000000000000000000e+00	1.294390978131975400e-01	7.539985101547599933e-02
1.142550300765823520e-02	6.008566175188337355e-02	8.485948983492426489e-02
1.896293071600106961e-01	2.316833823067801224e-01	4.095413763198494511e-02
5.554684439858237344e-02	1.419946670532226500e-02	0.000000000000000000e+00
3.427650902297470908e-02	2.079183360508509992e-01	1.753184112584647014e-01
4.412134139092414170e-02	3.400367191859653831e-02	6.478124493164635900e-02
1.376911414848579207e-01	1.408818435668945379e-01	2.928790911822251944e-02
6.000250512427025840e-02	3.819052927834646893e-01	2.277948486972862507e-02
2.507883637816041289e-02	1.167225524357387023e-01	1.627106062123473418e-02
0.000000000000000000e+00	7.921682085309710020e-03	7.991237259806602267e-02
1.646006762326418862e-02	1.657806260245187069e-01	3.663127959614068674e-01
0.000000000000000000e+00	1.651641028267996497e-02	4.906315646820784415e-02
1.662859261690915191e-01	4.921382754189627673e-01	3.088850370595153105e-02
2.717553311651879633e-01	2.608198983328683176e-02	2.007824490327790243e-02
5.173834339602963184e-02	3.535695893423898006e-01	4.746256188047883601e-02
1.904250501276372534e-02	2.772588729858398507e-02	2.251694403903585218e-01
0.000000000000000000e+00	6.277784620012555848e-03	8.866667411696742274e-02
0.000000000000000000e+00	3.960841042654855010e-03	3.559014047255538299e-02
0.000000000000000000e+00	0.000000000000000000e+00	3.634930552451263314e-02
3.808501002552745068e-03	3.960841042654855010e-03	5.954950516212714068e-02
1.523400401021098027e-02	1.023862566266740999e-02	3.825289766553421900e-02
1.904250501276372534e-02	5.052008220127650329e-02	2.468307701075021093e-02
0.000000000000000000e+00	0.000000000000000000e+00	3.444571338349104728e-02
7.107340110527289589e-02	3.960841042654855010e-03	3.254212124246946315e-03
9.844832367949432617e-03	1.584336417061942004e-02	5.968176255203748448e-02
0.000000000000000000e+00	0.000000000000000000e+00	3.499868554128727355e-02
7.617002005105490137e-03	0.000000000000000000e+00	7.650579533106843799e-02
0.000000000000000000e+00	3.004283087594168677e-02	9.247385839901059446e-02
0.000000000000000000e+00	0.000000000000000000e+00	8.510946443942790651e-02
2.249639898866087617e-02	3.564756938389369162e-02	2.277948486972862507e-02
1.186486364720941850e-01	4.619044985089983124e-02	3.223912368917689064e-02
6.697234740624061211e-02	3.960841042654855010e-03	3.254212124246946315e-03
3.046800802042196055e-02	1.580712999616350478e-01	2.139470957814247898e-01
4.857700211661202666e-02	2.212114879063197675e-02	4.024263614779906989e-02
9.392440712058937324e-02	5.739992686680384787e-02	6.563721464273515604e-02
2.507883637816041289e-02	3.235977445329938501e-02	0.000000000000000000e+00
5.396617375887357432e-02	1.904116903032575595e-02	2.463215796600485008e-01
3.808501002552745068e-03	6.277784620012555848e-03	4.065114007869236740e-02
7.617002005105490137e-03	1.188252312796456503e-02	2.274971500808644076e-01
6.509765334181732976e-01	1.821424290793282719e+00	1.004812325670125933e-01
3.056089773282900102e-01	2.047725132533481998e-02	3.254212124246946315e-03
1.142550300765823520e-02	7.921682085309710020e-03	3.223912368917689064e-02
1.854760018023815793e-01	2.586592728751046510e-01	6.005446631024141668e-01
1.904250501276372534e-02	3.960841042654855010e-03	5.777817041101589862e-02
5.842183448456145928e-02	1.852674198150634777e-01	2.603369699397557052e-02
3.808501002552745068e-03	1.980420521327427505e-02	2.055800073023693053e-01
0.000000000000000000e+00	0.000000000000000000e+00	3.769992550773799966e-02
3.046800802042196055e-02	2.839893341064453000e-02	1.922227519218910538e-02
9.938183459606798886e-02	1.188252312796456503e-02	3.254212124246946315e-03
7.588366885761638203e-02	3.960841042654855010e-03	6.508424248493892630e-03
5.684116384485266016e-02	6.277784620012555848e-03	0.000000000000000000e+00
0.000000000000000000e+00	7.921682085309710020e-03	9.862096320855225084e-02
7.142800813192849707e-02	7.921682085309710020e-03	0.000000000000000000e+00
6.158317576397906445e-02	9.408933367047990493e-02	2.603369699397557052e-02
7.488190210782565137e-02	7.921682085309710020e-03	6.508424248493892630e-03
3.737579597221626221e-02	7.921682085309710020e-03	0.000000000000000000e+00
3.300638722849416062e-01	2.764377498626708896e-01	6.944439892477832776e-02
2.735501147888518836e-01	4.846497494833810205e-01	9.682871590197926481e-02
7.964439418289687156e-01	3.589228452954973392e-01	4.818627420165728925e-02
6.401082840594617129e-02	1.571649851117815355e-01	0.000000000000000000e+00
3.808501002552745068e-03	5.448092324393136177e-02	3.254212124246946315e-03
1.524840095540979379e-01	1.731817817687988370e-01	3.003253399486273054e-02
2.222534680104517602e-01	3.004283087594168677e-02	1.166622851376242567e-02
2.127033537560766782e-02	1.943541390555245454e-02	6.508424248493892630e-03
1.142550300765823520e-02	7.921682085309710020e-03	2.112586733321069124e-02
4.031284038837139316e-02	1.419946670532226500e-02	0.000000000000000000e+00
6.036331365396688416e-03	1.816030774797712175e-02	1.837689104214520475e-01
2.285100601531647041e-02	1.584336417061942004e-02	4.390535220293931284e-02
0.000000000000000000e+00	0.000000000000000000e+00	1.197103043677101714e-01
0.000000000000000000e+00	3.960841042654855010e-03	3.279209584697311691e-02
2.665950701786921548e-02	5.448092324393136177e-02	1.051667967872440546e-01
6.855301804594941817e-02	3.960841042654855010e-03	6.508424248493892630e-03
7.430299821790757597e-02	7.921682085309710020e-03	3.254212124246946315e-03
6.603883648966694941e-02	2.198008591788155608e-01	1.492044063800937112e-02
3.808501002552745068e-03	1.584336417061942004e-02	1.280202171612233597e-01
7.239626737741323703e-01	9.236146041325160594e-01	3.018878009957327024e-01
2.084987543441437219e-01	3.258408669063023178e-01	1.426376602459401566e-01
2.818054772995330359e-01	5.561135564531599629e-02	7.281632826361857103e-02
2.664111970545171570e-01	1.508032798767090094e-02	3.254212124246946315e-03
0.000000000000000000e+00	0.000000000000000000e+00	4.206008194757739072e-02
1.810899409619006611e-02	3.092369215829031751e-02	1.312214063366813899e-01
9.169657675774542382e-02	1.007182121276855441e-01	8.654445101957365660e-02
7.617002005105490137e-03	3.960841042654855010e-03	1.848516598553724688e-01
2.283957305845323582e-01	3.093434592655726623e-01	1.295151164274260580e+00
0.000000000000000000e+00	3.960841042654855010e-03	6.503121953615000062e-02
1.523400401021098027e-02	1.980420521327427505e-02	4.637893399162471564e-01
2.262080501724075543e-01	6.979905128479002574e-02	1.817465276225631657e-02
1.928833788567846930e-01	2.653937612261091095e-02	9.762636372740839813e-03
4.085174812065375805e-01	1.673295271737234913e+00	3.328674611910967945e-02
0.000000000000000000e+00	3.400367191859653831e-02	1.556545087429279384e-01
0.000000000000000000e+00	1.188252312796456503e-02	2.468307701075021093e-02
4.599456472711248994e-02	3.796451296125139679e-02	4.986080429363698441e-02
2.530313324142288364e-02	2.300201007298060749e-02	2.007824490327790243e-02
2.285100601531647041e-02	2.727811636243547833e-01	3.254212124246946315e-03
7.617002005105490137e-03	1.467653833116803752e-01	0.000000000000000000e+00
3.808501002552745068e-03	1.009691783360072564e-01	9.001729410019279620e-02
5.554684439858237344e-02	4.820313862391880505e-02	2.728635649166196719e-01
6.064966484740540176e-02	1.392124925340924857e-01	3.579633336671641380e-02
1.142550300765823520e-02	3.168672834123884008e-02	5.281201886459135908e-02
3.808501002552745068e-03	0.000000000000000000e+00	1.006359001840224227e-01
1.746183437305492275e-02	4.259840011596680021e-02	0.000000000000000000e+00
2.630489999121362124e-02	3.796451296125139679e-02	2.702435350194223873e-01
7.142800813192849707e-02	3.960841042654855010e-03	3.254212124246946315e-03
4.951051303318568936e-02	1.151686450413295232e-01	0.000000000000000000e+00
2.888733738071315796e-02	4.192535400390624833e-02	7.484687885767976612e-02
2.728823921182653156e-01	4.666007437024797810e-01	2.884555971118765716e-01
