cluster
4
7
6
4
3
4
6
7
4
4
4
4
4
4
3
3
4
7
4
4
4
4
4
7
3
2
3
3
3
3
4
4
4
2
2
7
7
4
2
4
4
7
4
3
4
7
3
3
5
2
5
3
2
3
3
3
0
0
2
0
2
3
3
5
0
0
7
2
3
2
0
2
0
3
2
4
0
3
0
3
0
3
0
0
2
0
0
3
0
3
0
0
3
0
2
2
3
0
2
0
3
0
0
0
0
3
0
3
0
2
0
0
3
0
0
2
0
5
0
3
0
2
2
0
0
0
0
5
2
0
0
0
3
0
0
5
2
0
0
5
5
0
0
2
0
0
5
2
2
5
0
5
0
1
0
1
5
5
1
5
1
1
1
5
1
5
1
1
5
5
1
1
1
1
1
5
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
