,tsne_x,tsne_y
4,23.27521324157715,-14.734748840332031
7,23.778512954711914,-21.369211196899414
6,16.98255157470703,-6.973621368408203
4,21.030136108398438,-10.773193359375
3,22.05800437927246,-25.14353370666504
4,21.84420394897461,-12.019895553588867
6,17.00817108154297,-6.987837791442871
7,24.260723114013672,-22.10971450805664
4,20.53769302368164,-11.303879737854004
4,21.411239624023438,-12.152759552001953
4,22.813138961791992,-16.266918182373047
4,20.990581512451172,-12.270492553710938
4,19.103919982910156,-10.339336395263672
4,21.870203018188477,-12.590315818786621
3,22.533761978149414,-23.49448013305664
3,21.836950302124023,-22.829072952270508
4,23.473392486572266,-15.952399253845215
7,23.53048324584961,-23.297714233398438
4,21.400588989257812,-13.404729843139648
4,20.73602294921875,-14.323331832885742
4,21.203054428100586,-13.415133476257324
4,19.18756866455078,-11.977216720581055
4,23.561559677124023,-15.443943977355957
7,25.407310485839844,-23.136703491210938
3,20.918237686157227,-21.988162994384766
2,8.506223678588867,-4.633353233337402
3,20.56598663330078,-25.692190170288086
3,21.954360961914062,-24.13323974609375
3,20.521873474121094,-25.065460205078125
3,23.019733428955078,-16.86903190612793
4,19.62706756591797,-12.133596420288086
4,20.544715881347656,-13.43338394165039
4,20.600278854370117,-16.38167953491211
2,11.56567096710205,-26.429943084716797
2,11.015702247619629,-25.464584350585938
7,23.340412139892578,-20.411951065063477
7,24.279516220092773,-22.387042999267578
4,21.400894165039062,-19.224468231201172
2,11.56341552734375,-25.843706130981445
4,18.68385124206543,-10.395797729492188
4,19.09999656677246,-12.158498764038086
7,25.259777069091797,-22.526554107666016
4,19.21384620666504,-12.994422912597656
3,19.881216049194336,-24.945228576660156
4,17.923988342285156,-11.691315650939941
7,25.462987899780273,-22.996822357177734
3,18.26675796508789,-19.359920501708984
3,19.819650650024414,-22.44346046447754
5,-1.175119400024414,-4.028245449066162
2,12.113945960998535,-26.57421875
5,-1.1513735055923462,-4.07301139831543
3,20.58611488342285,-20.8381290435791
2,11.405913352966309,-24.942516326904297
3,18.596555709838867,-19.265684127807617
3,20.636999130249023,-23.75246810913086
3,18.697420120239258,-25.1668701171875
0,16.53782844543457,-13.074701309204102
0,18.30842399597168,-18.861957550048828
2,12.294190406799316,-25.579376220703125
0,15.809892654418945,-13.541092872619629
2,12.67790412902832,-26.262630462646484
3,18.232486724853516,-20.141427993774414
3,19.235746383666992,-25.790122985839844
5,8.308117866516113,-4.379972457885742
0,9.129197120666504,-16.6676082611084
0,10.304781913757324,-17.388526916503906
7,25.361797332763672,-22.541484832763672
2,13.01707649230957,-24.989124298095703
3,19.020856857299805,-21.458845138549805
2,12.143118858337402,-24.34608268737793
0,16.875076293945312,-11.94427490234375
2,13.16335678100586,-25.91596221923828
0,15.093755722045898,-12.281067848205566
3,19.112627029418945,-19.88905906677246
2,12.676186561584473,-25.585857391357422
4,23.534563064575195,-16.401477813720703
0,8.097055435180664,-17.142709732055664
3,19.17573356628418,-23.57652473449707
0,14.134124755859375,-16.547359466552734
3,18.461395263671875,-22.66008186340332
0,12.907441139221191,-14.306737899780273
3,19.59665298461914,-21.0883731842041
0,15.820990562438965,-11.640377044677734
0,9.691374778747559,-16.494598388671875
2,13.748675346374512,-26.12173080444336
0,21.267772674560547,-19.27347183227539
0,8.894262313842773,-17.147016525268555
3,19.58530616760254,-18.960617065429688
0,14.800185203552246,-11.19908618927002
3,18.277162551879883,-24.801349639892578
0,8.775003433227539,-16.095796585083008
0,14.490782737731934,-11.8544282913208
3,17.040616989135742,-22.79619598388672
0,8.275042533874512,-16.762163162231445
2,13.004426956176758,-23.864234924316406
2,12.260478973388672,-22.653156280517578
3,16.71165657043457,-23.29411506652832
0,8.32450008392334,-16.11756134033203
2,12.978171348571777,-26.668643951416016
0,14.167953491210938,-12.975227355957031
3,18.758991241455078,-23.914718627929688
0,13.093276023864746,-12.513126373291016
0,13.863638877868652,-11.824789047241211
0,13.771116256713867,-11.180453300476074
0,13.590616226196289,-14.403545379638672
3,19.420061111450195,-18.865480422973633
0,8.959419250488281,-15.85880184173584
3,17.68290138244629,-24.87125015258789
0,14.093204498291016,-13.62613582611084
2,12.311884880065918,-24.10464859008789
0,12.868563652038574,-13.24793815612793
0,13.341196060180664,-13.537755966186523
3,18.51105499267578,-22.5028076171875
0,13.225998878479004,-10.064172744750977
0,13.243071556091309,-9.15555477142334
2,13.725382804870605,-25.339616775512695
0,12.114062309265137,-16.761974334716797
5,3.32838773727417,-1.98992919921875
0,11.284904479980469,-15.904457092285156
3,18.988609313964844,-24.319459915161133
0,13.791560173034668,-12.37498950958252
2,14.661287307739258,-27.12879180908203
2,12.393014907836914,-23.235811233520508
0,12.979695320129395,-11.92752456665039
0,11.882913589477539,-11.769513130187988
0,18.145816802978516,-21.669919967651367
0,12.076399803161621,-17.550588607788086
5,4.002974510192871,-1.58549165725708
2,14.691458702087402,-26.326114654541016
0,11.657671928405762,-13.701066017150879
0,11.541229248046875,-15.397193908691406
0,12.749336242675781,-14.877449989318848
3,17.20370864868164,-23.262325286865234
0,11.805845260620117,-16.078432083129883
0,12.932677268981934,-11.034364700317383
5,-1.6565911769866943,-2.7197704315185547
2,16.643234252929688,-25.81401824951172
0,12.252694129943848,-11.533549308776855
0,11.855860710144043,-14.318405151367188
5,2.569655656814575,-0.9634812474250793
5,3.771688461303711,-1.815368890762329
0,11.23603343963623,-14.91462230682373
0,11.521477699279785,-12.896295547485352
2,16.869991302490234,-26.28034210205078
0,12.187812805175781,-12.711392402648926
0,11.13822078704834,-14.030056953430176
5,-2.173942804336548,-2.3513033390045166
2,16.865066528320312,-25.636234283447266
2,12.911538124084473,-23.20911979675293
5,4.015305995941162,-1.530206322669983
0,8.682819366455078,-14.77116870880127
5,-2.187808036804199,-2.393115997314453
0,10.742513656616211,-12.86393928527832
1,-22.78221893310547,20.903596878051758
0,9.479758262634277,-14.07583236694336
1,-22.069900512695312,20.628923416137695
5,2.274994134902954,-0.7160515189170837
5,0.11397048085927963,1.2271194458007812
1,-17.1708927154541,25.990476608276367
5,1.711329460144043,-0.11153192073106766
1,-2.7800943851470947,-0.4720134139060974
1,-23.78537940979004,21.948820114135742
1,-1.014928936958313,16.16184425354004
5,-0.46895021200180054,0.8252436518669128
1,-19.991878509521484,20.463258743286133
5,2.2769932746887207,2.1678569316864014
1,-23.392364501953125,16.117849349975586
1,-20.538414001464844,23.816516876220703
5,1.3202261924743652,0.7862901091575623
5,-1.6447080373764038,-0.4936855733394623
1,-19.90408706665039,21.242616653442383
1,1.610835075378418,9.20287799835205
1,-6.044447422027588,-1.2899779081344604
1,-2.062147855758667,0.21047767996788025
1,-21.321388244628906,20.394060134887695
5,2.294506549835205,2.6233279705047607
1,-6.540843963623047,-2.2105753421783447
1,-0.7759308218955994,1.2694530487060547
1,-14.32208251953125,6.4318623542785645
1,-6.712969779968262,-1.691625952720642
1,-7.2178754806518555,-1.6264017820358276
1,-7.0435333251953125,-1.4013127088546753
1,-6.446794033050537,-0.9496274590492249
1,-1.411173939704895,3.0839452743530273
1,0.06605347990989685,2.063514232635498
1,-16.944969177246094,24.87183380126953
1,0.36586126685142517,6.2930989265441895
1,-5.427398681640625,-0.9493508338928223
1,-14.245491981506348,4.433779716491699
1,-16.61802101135254,24.640792846679688
1,-16.716333389282227,24.133148193359375
1,-7.629095554351807,-0.33607226610183716
1,1.46902334690094,4.376407623291016
1,1.5222141742706299,9.279141426086426
1,-8.253999710083008,6.688177108764648
1,1.2150893211364746,4.753315448760986
1,-2.093134641647339,5.132527828216553
1,-3.169499397277832,5.2805585861206055
1,-1.7509628534317017,3.521495819091797
1,-7.381100654602051,-0.37479981780052185
1,-19.93337631225586,14.481663703918457
1,-7.2550764083862305,-0.756227970123291
1,-3.3450160026550293,16.44270133972168
1,-2.3661136627197266,8.178858757019043
1,2.476372241973877,4.869637966156006
1,-16.017797470092773,23.87059211730957
1,-24.260156631469727,22.3343448638916
1,-10.371264457702637,13.308704376220703
1,-3.4791064262390137,5.99716854095459
1,-9.586256980895996,11.070173263549805
1,-24.17151641845703,20.398468017578125
1,-3.9755518436431885,6.6320929527282715
1,2.4102611541748047,5.590542316436768
1,-11.775562286376953,3.066711664199829
1,-3.2335026264190674,8.154863357543945
1,-3.540288209915161,8.800485610961914
1,-2.4779975414276123,9.037359237670898
1,1.7595553398132324,5.146627902984619
1,1.7181150913238525,5.7890825271606445
1,-2.933789014816284,9.769092559814453
1,-1.411508560180664,16.389734268188477
1,1.4041374921798706,5.808931350708008
1,-24.523279190063477,16.062925338745117
1,-0.1366731822490692,7.250069618225098
1,-4.128567695617676,16.833209991455078
1,-22.4559383392334,22.558218002319336
1,-1.4502537250518799,5.58203125
1,-16.165925979614258,15.696243286132812
1,-1.6992778778076172,7.964473247528076
1,-20.496166229248047,22.543447494506836
1,-22.111221313476562,22.356014251708984
1,-1.6645222902297974,5.952917575836182
1,-16.392078399658203,25.298931121826172
1,-15.789856910705566,24.33838653564453
1,-1.759026288986206,16.556594848632812
1,-2.9929747581481934,5.45076322555542
1,-0.4904768466949463,7.407917499542236
1,-1.970794677734375,17.081806182861328
1,-16.124479293823242,25.05398178100586
1,-10.222475051879883,19.789033889770508
1,-3.6397433280944824,7.643716335296631
1,-23.387632369995117,17.543489456176758
1,-21.45207977294922,19.818822860717773
1,-10.700636863708496,16.672420501708984
1,-6.463927268981934,13.767560005187988
1,-23.810314178466797,15.765881538391113
1,-4.580044269561768,7.403242111206055
1,-1.855137586593628,6.730407238006592
1,-15.719786643981934,5.436352729797363
