	log_likelihood
0	290.2972412109375
1	208.30361938476562
2	306.171875
3	305.2364807128906
4	336.6814270019531
5	311.80780029296875
6	305.6610107421875
7	293.2313232421875
8	312.79876708984375
9	291.21044921875
10	307.494873046875
11	309.0734558105469
12	298.3223876953125
13	118.5963363647461
14	339.80419921875
15	330.8124084472656
16	310.127685546875
17	326.2247314453125
18	312.5341796875
19	329.5340881347656
20	310.0795593261719
21	344.7508239746094
22	317.4990234375
23	220.00436401367188
24	309.14349365234375
25	294.95440673828125
26	270.629150390625
27	245.805908203125
28	316.0722961425781
29	246.2037353515625
30	306.3849792480469
31	342.9789123535156
32	341.97210693359375
33	329.89129638671875
34	297.2181091308594
35	305.89251708984375
36	278.0353698730469
37	341.7789611816406
38	283.106201171875
39	321.84783935546875
40	328.61004638671875
41	311.70330810546875
42	317.2548828125
43	272.5118103027344
44	327.44830322265625
45	249.9430694580078
46	337.64654541015625
47	343.53125
48	299.34613037109375
49	286.7546691894531
50	320.1427917480469
51	331.0306701660156
52	306.3304138183594
53	342.76788330078125
54	297.1581115722656
55	320.21307373046875
56	334.22454833984375
57	285.051513671875
58	313.9273986816406
59	333.25604248046875
60	293.77001953125
61	295.588134765625
62	304.735595703125
63	301.5376892089844
64	279.7892150878906
65	226.7200164794922
66	277.89959716796875
67	318.36492919921875
68	334.98419189453125
69	286.59881591796875
70	305.2569274902344
71	279.48065185546875
72	304.52911376953125
73	324.7633361816406
74	312.1002502441406
75	307.2735290527344
76	254.3768310546875
77	233.8555450439453
78	312.701904296875
79	329.18157958984375
80	310.5099792480469
81	322.28961181640625
82	329.4004211425781
83	244.2521514892578
84	272.269775390625
85	319.75543212890625
86	319.22393798828125
87	237.1032257080078
88	256.279052734375
89	324.3134460449219
90	336.67852783203125
91	339.69317626953125
92	318.6607666015625
93	329.6120910644531
94	234.0796661376953
95	290.9393005371094
96	329.15863037109375
97	240.05337524414062
98	331.54425048828125
99	265.1877136230469
100	321.1925964355469
101	298.050537109375
102	322.267333984375
103	281.1888732910156
104	326.68389892578125
105	312.4620666503906
106	287.0766906738281
107	306.57391357421875
108	306.4232482910156
109	314.792724609375
110	309.1569519042969
111	342.54412841796875
112	340.187744140625
113	255.33633422851562
114	295.94244384765625
115	278.7125549316406
116	329.54022216796875
117	307.68798828125
118	299.6932678222656
119	254.1599884033203
120	311.8160095214844
121	340.04949951171875
122	279.93157958984375
123	292.138671875
124	230.27615356445312
125	311.3545227050781
126	323.7040100097656
127	269.43927001953125
128	249.1893768310547
129	281.9120788574219
130	305.26861572265625
131	239.70358276367188
132	327.0713806152344
133	230.66110229492188
134	294.88299560546875
135	305.5155334472656
136	300.5184326171875
137	298.56915283203125
138	335.989990234375
139	307.75518798828125
140	297.1714782714844
141	281.73797607421875
142	291.264404296875
143	292.46832275390625
144	290.9891662597656
145	312.723388671875
146	290.47979736328125
147	294.9876403808594
148	218.07675170898438
149	262.85015869140625
150	299.2544860839844
151	304.9196472167969
152	314.09197998046875
153	324.0545959472656
154	307.2237854003906
155	292.76824951171875
156	319.5091857910156
157	336.60052490234375
158	330.18572998046875
159	288.45269775390625
160	220.92041015625
161	326.433837890625
162	299.9681091308594
163	304.1938781738281
164	304.0668029785156
165	306.47589111328125
166	185.10403442382812
167	272.0935974121094
168	230.96517944335938
169	309.7723083496094
170	286.51483154296875
171	291.65887451171875
172	335.64129638671875
173	329.697265625
174	318.45074462890625
175	325.72186279296875
176	240.6864776611328
177	337.22991943359375
178	224.0024871826172
179	296.00518798828125
180	206.69265747070312
181	241.33572387695312
182	230.07565307617188
183	300.1849670410156
184	321.84625244140625
185	262.762939453125
186	283.7989807128906
187	325.6650390625
188	300.9288330078125
189	295.4694519042969
190	274.2503356933594
191	291.34521484375
192	294.6747741699219
193	297.58575439453125
194	303.067626953125
195	258.2281494140625
196	307.18878173828125
197	171.5428924560547
198	308.57427978515625
199	312.7049255371094
200	339.57818603515625
201	280.6900329589844
202	309.6422119140625
203	308.19085693359375
204	321.80926513671875
205	292.45037841796875
206	298.60162353515625
207	294.4028015136719
208	243.81466674804688
209	283.77081298828125
210	217.93637084960938
211	300.3597412109375
212	295.6835021972656
213	291.1941223144531
214	303.0566101074219
215	96.1192626953125
216	313.2969970703125
217	114.74295806884766
218	315.1651306152344
219	274.9217834472656
220	277.2190856933594
221	317.703369140625
222	332.90142822265625
223	327.99578857421875
224	297.42633056640625
225	321.60418701171875
226	233.93429565429688
227	318.5946960449219
228	313.88336181640625
229	322.16253662109375
230	309.39990234375
231	324.27569580078125
232	298.96160888671875
233	310.31005859375
234	196.60877990722656
235	284.1059265136719
236	325.07098388671875
237	313.3723449707031
238	255.19760131835938
239	311.730224609375
240	265.0576477050781
241	266.12200927734375
242	321.2266845703125
243	329.6306457519531
244	322.8322448730469
245	324.79718017578125
246	271.8634033203125
247	322.1232604980469
248	303.6236267089844
249	300.93560791015625
250	314.6297912597656
251	327.06732177734375
252	327.79803466796875
253	290.2950134277344
254	307.2661437988281
255	318.3521423339844
256	332.46856689453125
257	272.44805908203125
258	238.75320434570312
259	320.5442810058594
260	304.87493896484375
261	341.62451171875
262	329.59552001953125
263	290.15032958984375
264	326.8016662597656
265	286.4186706542969
266	321.9176940917969
267	283.7186279296875
268	304.91229248046875
269	282.30169677734375
270	228.3379669189453
271	319.4685974121094
272	238.651123046875
273	318.11724853515625
274	292.9194030761719
275	326.7771911621094
276	290.9420471191406
277	324.05181884765625
278	277.4845275878906
279	276.99713134765625
280	305.56182861328125
281	340.77142333984375
282	309.345458984375
283	238.67245483398438
284	329.62030029296875
285	281.166259765625
286	315.2608337402344
287	307.17193603515625
288	310.6505432128906
289	319.5003662109375
290	314.59454345703125
291	308.7244567871094
292	201.0936279296875
293	329.552734375
294	252.0889892578125
295	335.62890625
296	335.64129638671875
297	244.6332550048828
298	299.12060546875
299	293.6302490234375
300	295.1470642089844
301	302.79534912109375
302	316.4537658691406
303	319.4906005859375
304	330.3316955566406
305	292.8160705566406
306	322.1507263183594
307	176.37094116210938
308	320.67181396484375
309	320.33172607421875
310	270.70703125
311	322.56292724609375
312	286.474853515625
313	333.2179260253906
314	280.67303466796875
315	308.34820556640625
316	255.07492065429688
317	298.7334289550781
318	317.22296142578125
319	313.0372619628906
320	324.4682922363281
321	82.61949920654297
322	300.11688232421875
323	323.7469787597656
324	331.9440002441406
325	301.42010498046875
326	261.8263244628906
327	307.45391845703125
328	298.777587890625
329	228.3238067626953
330	298.6166076660156
331	250.33395385742188
332	309.618408203125
333	292.060791015625
334	335.30914306640625
335	302.49420166015625
336	325.88079833984375
337	339.871337890625
338	288.01275634765625
339	313.53045654296875
340	319.9730529785156
341	333.9416809082031
342	11.026288032531738
343	238.928955078125
344	325.80120849609375
345	294.1073913574219
346	321.76129150390625
347	323.96978759765625
348	299.87615966796875
349	333.1827087402344
350	283.62615966796875
351	307.01751708984375
352	305.2574768066406
353	309.4061279296875
354	311.8167419433594
355	275.6856384277344
356	323.0792541503906
357	275.4755859375
358	310.5105895996094
359	339.0868225097656
360	235.290771484375
361	320.32489013671875
362	275.4239196777344
363	277.4996032714844
364	298.76617431640625
365	333.95745849609375
366	265.12359619140625
367	324.470458984375
368	278.15472412109375
369	254.9658203125
370	340.96197509765625
371	266.88787841796875
372	312.39434814453125
373	281.9986267089844
374	315.27392578125
375	290.62811279296875
376	279.12548828125
377	325.1177978515625
378	306.605224609375
379	284.5968322753906
380	291.55419921875
381	290.3172912597656
382	226.58071899414062
383	297.0608825683594
384	303.98699951171875
385	287.37530517578125
386	199.5949249267578
387	200.81922912597656
388	271.4714660644531
389	327.6472473144531
390	287.24383544921875
391	335.69873046875
392	309.34918212890625
393	339.56951904296875
394	329.8658142089844
395	234.8743896484375
396	310.92388916015625
397	309.73114013671875
398	336.14190673828125
399	298.57037353515625
400	322.45635986328125
401	244.5563201904297
402	273.9083251953125
403	306.1898193359375
404	319.61175537109375
405	320.7074279785156
406	282.3059997558594
407	288.4952087402344
408	249.19479370117188
409	313.8727111816406
410	239.3619384765625
411	206.69082641601562
412	320.9361877441406
413	316.0545349121094
414	275.716552734375
415	310.29046630859375
416	317.11431884765625
417	336.357177734375
418	323.44097900390625
419	325.03912353515625
420	316.8027648925781
421	289.96209716796875
422	265.8446350097656
423	324.35174560546875
424	295.4570007324219
425	220.1912078857422
426	295.4804992675781
427	273.7303771972656
428	298.0611877441406
429	318.10089111328125
430	325.9740905761719
431	312.07318115234375
432	311.2760314941406
433	261.1497802734375
434	273.4009094238281
435	290.2447509765625
436	274.9766540527344
437	336.7248840332031
438	304.8853454589844
439	291.27557373046875
440	341.65142822265625
441	282.96484375
442	278.4825439453125
443	311.8448181152344
444	306.72332763671875
445	328.76531982421875
446	301.2440490722656
447	313.91937255859375
448	151.43467712402344
449	253.2321319580078
450	223.4861297607422
451	322.70477294921875
452	312.8113708496094
453	274.9865417480469
454	330.7111511230469
455	331.0187683105469
456	227.6858367919922
457	333.05645751953125
458	299.99383544921875
459	297.4185791015625
460	271.1250915527344
461	321.41748046875
462	324.5254821777344
463	296.1959228515625
464	297.5457458496094
465	293.03204345703125
466	314.96429443359375
467	286.9354553222656
468	212.25839233398438
469	229.19332885742188
470	273.7639465332031
471	331.615234375
472	311.4036865234375
473	320.69073486328125
474	299.669677734375
475	319.7833251953125
476	263.2674865722656
477	297.2086181640625
478	345.3860168457031
479	292.2138366699219
480	316.4463806152344
481	320.74493408203125
482	320.4413146972656
483	322.3069763183594
484	311.3124084472656
485	272.96099853515625
486	323.976318359375
487	306.95208740234375
488	311.9427795410156
489	317.0322265625
490	323.06915283203125
491	313.72357177734375
492	279.21484375
493	308.99908447265625
494	305.65423583984375
495	273.83270263671875
496	245.1073760986328
497	275.187744140625
498	259.4638671875
499	299.22174072265625
500	284.41650390625
501	195.62841796875
502	270.5334777832031
503	320.1874694824219
504	319.4601135253906
505	321.3409423828125
506	316.6783142089844
507	298.2214050292969
508	227.79519653320312
509	313.431396484375
510	315.43634033203125
511	293.56878662109375
512	295.57171630859375
513	322.5870666503906
514	323.52655029296875
515	320.06829833984375
516	259.59832763671875
517	296.5359802246094
518	323.4693298339844
519	292.4632873535156
520	326.7162170410156
521	253.3614044189453
522	294.93304443359375
523	315.7669372558594
524	320.358154296875
525	315.7069396972656
526	306.50396728515625
527	311.24310302734375
528	273.1420593261719
529	314.95867919921875
530	311.2076721191406
531	315.8639221191406
532	300.0714111328125
533	331.2381286621094
534	284.20263671875
535	256.6456298828125
536	239.4150848388672
537	334.46697998046875
538	219.624755859375
539	330.5324401855469
540	312.653564453125
541	296.8275146484375
542	318.8987121582031
543	319.3564758300781
544	217.0233154296875
545	303.6240539550781
546	225.05661010742188
547	301.9460144042969
548	193.651123046875
549	327.87811279296875
550	327.7560729980469
551	215.3008270263672
552	293.9105529785156
553	309.554931640625
554	267.55401611328125
555	288.2584228515625
556	276.43939208984375
557	320.97454833984375
558	310.01800537109375
559	275.69122314453125
560	242.5366973876953
561	301.02532958984375
562	224.7288360595703
563	273.5052185058594
564	324.52099609375
565	290.6576843261719
566	321.9317626953125
567	331.94647216796875
568	334.9140319824219
569	326.4429626464844
570	188.7521209716797
571	311.13934326171875
572	328.1870422363281
573	294.45013427734375
574	286.7064208984375
575	287.1327209472656
576	316.00042724609375
577	228.1712646484375
578	303.85028076171875
579	292.40045166015625
580	274.14727783203125
581	278.0599365234375
582	263.4721984863281
583	304.64849853515625
584	327.3086853027344
585	307.43829345703125
586	293.88140869140625
587	297.735595703125
588	283.77557373046875
589	306.28851318359375
590	293.07489013671875
591	309.7337341308594
592	323.5035095214844
593	305.92559814453125
594	296.90985107421875
595	312.6100769042969
596	273.95709228515625
597	322.4458923339844
598	306.20904541015625
599	305.66156005859375
600	326.63818359375
601	268.9286804199219
602	285.1365051269531
603	322.1900329589844
604	302.49365234375
605	292.0042419433594
606	316.65130615234375
607	273.6792907714844
608	294.79425048828125
609	290.6440734863281
610	310.9101257324219
611	340.96142578125
612	319.0882873535156
613	299.328857421875
614	207.24453735351562
615	309.47540283203125
616	330.88079833984375
617	256.00830078125
618	279.2693176269531
619	310.2803955078125
620	290.9581604003906
621	304.80084228515625
622	309.25787353515625
623	274.97344970703125
624	314.449462890625
625	284.93536376953125
626	319.13787841796875
627	312.9654235839844
628	228.2858123779297
629	326.5423889160156
630	282.65283203125
631	314.0518798828125
632	283.12066650390625
633	323.5758361816406
634	324.26861572265625
635	309.545654296875
636	199.83181762695312
637	268.2198181152344
638	295.755859375
639	319.70745849609375
640	291.07452392578125
641	246.87252807617188
642	219.6169891357422
643	316.041015625
644	328.6287536621094
645	237.6368408203125
646	304.6615295410156
647	315.9400329589844
648	326.43695068359375
649	222.8002471923828
650	321.884033203125
651	268.4400329589844
652	341.88818359375
653	238.9541778564453
654	316.79150390625
655	215.46261596679688
656	332.0593566894531
657	245.7191162109375
658	298.97967529296875
659	320.38214111328125
660	306.1041564941406
661	320.1868591308594
662	322.6416931152344
663	289.7833251953125
664	172.35194396972656
665	310.6375732421875
666	310.18408203125
667	313.5899963378906
668	320.2378234863281
669	270.3808288574219
670	213.03564453125
671	309.0854187011719
672	270.61480712890625
673	299.4452209472656
674	320.5806579589844
675	286.1665954589844
676	301.7616271972656
677	292.054931640625
678	324.8411560058594
679	318.3699035644531
680	322.54742431640625
681	289.1138916015625
682	329.422607421875
683	230.3046417236328
684	311.4478454589844
685	299.25201416015625
686	196.44534301757812
687	311.0035095214844
688	298.21844482421875
689	280.701416015625
690	246.29861450195312
691	258.57537841796875
692	256.3270568847656
693	270.4332580566406
694	290.67437744140625
