Unnamed: 0,z_coordinate_0,z_coordinate_1
0,-4.097179412841797,7.4063310623168945
1,10.050583839416504,-7.020893573760986
2,3.764214992523194,0.3371599614620209
3,-6.395723342895508,9.384638786315918
4,0.9362357854843141,-4.052430152893066
5,-9.298673629760742,1.7847411632537842
6,1.9760552644729612,3.051787137985229
7,12.855488777160645,-0.5476789474487305
8,-0.7922127246856691,4.599396705627441
9,-6.525569438934326,9.070919036865234
10,-5.884615421295166,8.230586051940918
11,-6.263770580291747,9.025032043457033
12,-1.1620019674301147,5.089387893676758
13,14.45305633544922,-11.08388900756836
14,1.0580983161926272,-3.119667053222656
15,0.5570790767669678,-2.5868761539459233
16,-8.961996078491211,2.1276905536651607
17,1.1720712184906006,-3.1152646541595463
18,-6.596700191497803,8.859155654907227
19,1.199139952659607,-3.322583675384521
20,4.404435157775879,4.0976853370666495
21,0.4878067076206207,-2.851285219192505
22,0.8771252632141113,-2.174712657928467
23,-8.954092979431152,-10.447347640991213
24,-6.960109233856201,2.189422845840454
25,-6.604661464691162,-0.5593066215515137
26,13.660499572753904,-0.3621620833873749
27,-8.5855712890625,-9.781999588012695
28,-6.243392467498778,8.776951789855957
29,-7.858431339263916,-10.428899765014648
30,-9.27011013031006,1.4548580646514893
31,0.3919827044010161,-2.324272871017456
32,-0.07386556267738342,-2.9543454647064213
33,-0.7436172962188721,-2.8606619834899902
34,-6.35677433013916,8.1217041015625
35,-2.761373281478882,3.2309262752532963
36,3.3473095893859863,13.48822784423828
37,1.2717022895812988,-3.4265077114105225
38,-9.576444625854492,1.783816695213318
39,1.9425413608551023,0.36819443106651306
40,1.429524064064026,-2.9621491432189937
41,-6.614712715148926,9.0689697265625
42,0.6464278697967529,-3.2476923465728764
43,7.683968067169189,10.973258972167967
44,0.029307991266250614,-2.919347286224365
45,8.072207450866701,11.447680473327635
46,-0.1568722128868103,-2.97332501411438
47,0.8441330194473267,-3.122646808624268
48,-9.45839786529541,1.6083450317382812
49,-9.278153419494627,0.8051657676696777
50,2.6090214252471924,-3.6889374256134033
51,0.0589185357093811,-1.9773423671722408
52,4.367888450622559,4.178305149078368
53,1.087875247001648,-4.130282402038573
54,11.941339492797852,-1.5955681800842283
55,-0.028612703084945682,-2.655043840408325
56,0.9164843559265136,-3.2094223499298096
57,9.342068672180176,1.139953851699829
58,0.9079961776733398,-3.4130308628082275
59,0.7085137367248535,-2.558612585067749
60,11.082893371582033,1.7024742364883425
61,-6.7435173988342285,8.615266799926758
62,-8.985672950744629,2.0474274158477783
63,4.15615177154541,3.831507205963135
