1.000000000000000000e+00	9.970504045486450195e-01	8.687323331832885742e-01	5.229448899626731873e-03	9.999210834503173828e-01	6.196954636834561825e-04	9.910207390785217285e-01	9.998666048049926758e-01	9.807321429252624512e-01	9.997382760047912598e-01	9.716383814811706543e-01	9.996159076690673828e-01	9.746676683425903320e-01	9.830170869827270508e-01	9.999712705612182617e-01	1.000000000000000000e+00	3.602168872021138668e-04	1.759386993944644928e-02	9.527680277824401855e-01	9.999867677688598633e-01	9.697409113869071007e-04	3.949101483158301562e-06	9.856880903244018555e-01	6.333810160867869854e-04	9.675468802452087402e-01	1.466357879564839095e-08	9.999996423721313477e-01	9.979508519172668457e-01	9.752299189567565918e-01	2.510483935475349426e-02	9.498565793037414551e-01	9.620802998542785645e-01	1.000000000000000000e+00	3.116676025092601776e-02	8.890469558537006378e-03	9.914916157722473145e-01	2.059720216607274779e-08	6.738039015630192807e-10	9.583628773689270020e-01	1.990550011396408081e-02	2.995751053094863892e-02	2.713967561721801758e-01	1.535485382191836834e-03	9.912773370742797852e-01	9.963222742080688477e-01	9.999996423721313477e-01	9.989280104637145996e-01	2.523663861211389303e-04	2.813164423631775435e-10	9.999938011169433594e-01
1.000000000000000000e+00	9.973891377449035645e-01	8.933612108230590820e-01	5.097866058349609375e-03	9.999436140060424805e-01	5.441473913379013538e-04	9.957637786865234375e-01	9.999449253082275391e-01	9.820266366004943848e-01	9.997268319129943848e-01	9.641497731208801270e-01	9.997630715370178223e-01	9.919130802154541016e-01	9.759013652801513672e-01	9.999747276306152344e-01	1.000000000000000000e+00	2.413903857814148068e-04	1.934771426022052765e-02	9.586480855941772461e-01	9.999877214431762695e-01	8.652699762023985386e-04	3.862038283841684461e-06	9.878616333007812500e-01	6.100629689171910286e-04	9.682089686393737793e-01	1.728075282869667717e-08	9.999997615814208984e-01	9.958088397979736328e-01	9.796171784400939941e-01	2.603369019925594330e-02	9.526486992835998535e-01	9.792442917823791504e-01	1.000000000000000000e+00	4.666090011596679688e-02	4.578106105327606201e-03	9.922251701354980469e-01	1.589901899023971055e-08	2.640592189351309571e-10	9.727239608764648438e-01	1.894203945994377136e-02	2.737370878458023071e-02	2.758450806140899658e-01	2.166319638490676880e-03	9.872305989265441895e-01	9.940108656883239746e-01	9.999997615814208984e-01	9.993258714675903320e-01	1.542912650620564818e-04	4.777092055263665316e-10	9.999902248382568359e-01
1.000000000000000000e+00	9.967206120491027832e-01	9.084166288375854492e-01	6.550662219524383545e-03	9.998306035995483398e-01	3.564895887393504381e-04	9.915052056312561035e-01	9.998722076416015625e-01	9.621680378913879395e-01	9.996356964111328125e-01	9.837008118629455566e-01	9.988436698913574219e-01	9.841518402099609375e-01	9.666458964347839355e-01	9.999884366989135742e-01	9.999998807907104492e-01	5.060661351308226585e-04	2.513344027101993561e-02	9.776967763900756836e-01	9.999970197677612305e-01	2.659296733327209949e-04	1.009472362056840211e-05	9.916446805000305176e-01	8.163167512975633144e-04	9.873116016387939453e-01	1.096256863064581921e-08	9.999996423721313477e-01	9.900081157684326172e-01	9.941119551658630371e-01	3.418195061385631561e-03	9.497575163841247559e-01	9.359245300292968750e-01	1.000000000000000000e+00	2.393363416194915771e-02	9.019303135573863983e-03	9.829187393188476562e-01	7.089291642614625744e-08	2.511571506325083192e-10	9.556238055229187012e-01	2.830150770023465157e-03	7.378461211919784546e-02	2.346902787685394287e-01	7.655796944163739681e-04	9.941816926002502441e-01	9.974249601364135742e-01	9.999998807907104492e-01	9.989953637123107910e-01	6.989580579102039337e-04	5.291158622355851548e-10	9.999923706054687500e-01
1.000000000000000000e+00	9.977159500122070312e-01	9.067380428314208984e-01	4.489209502935409546e-03	9.999300241470336914e-01	7.172518526203930378e-04	9.954332709312438965e-01	9.999392032623291016e-01	9.860769510269165039e-01	9.997023940086364746e-01	9.598484635353088379e-01	9.996988773345947266e-01	9.936740398406982422e-01	9.614063501358032227e-01	9.999799728393554688e-01	1.000000000000000000e+00	4.007898678537458181e-04	1.700430177152156830e-02	9.589064717292785645e-01	9.999872446060180664e-01	7.286765030585229397e-04	3.113357479378464632e-06	9.940094947814941406e-01	9.811228374019265175e-04	9.639647006988525391e-01	1.671853588902649790e-08	9.999997615814208984e-01	9.938094019889831543e-01	9.755478501319885254e-01	1.630507037043571472e-02	9.559141993522644043e-01	9.701231122016906738e-01	1.000000000000000000e+00	4.908585548400878906e-02	2.243035705760121346e-03	9.925330877304077148e-01	2.186196645936888672e-08	2.266200144207530798e-10	9.681536555290222168e-01	8.953732438385486603e-03	2.780794538557529449e-02	2.737588584423065186e-01	1.558872289024293423e-03	9.919039607048034668e-01	9.951135516166687012e-01	9.999997615814208984e-01	9.993003606796264648e-01	2.475142537150532007e-04	3.768553802352414550e-10	9.999883174896240234e-01
1.000000000000000000e+00	9.920620918273925781e-01	7.952130436897277832e-01	4.635778255760669708e-03	9.999043941497802734e-01	2.187468810006976128e-03	9.932077527046203613e-01	9.999763965606689453e-01	9.107119441032409668e-01	9.994940757751464844e-01	9.628255367279052734e-01	9.995204210281372070e-01	9.842569231986999512e-01	9.197710156440734863e-01	9.999830722808837891e-01	9.999997615814208984e-01	3.213758755009621382e-04	3.404630348086357117e-02	9.802882671356201172e-01	9.999979734420776367e-01	4.398521559778600931e-04	1.706691728031728417e-05	9.676527976989746094e-01	1.874339883215725422e-03	9.801826477050781250e-01	1.106637483871963923e-07	9.999985694885253906e-01	9.941391944885253906e-01	9.411253929138183594e-01	1.226643845438957214e-02	9.070960283279418945e-01	9.145779609680175781e-01	1.000000000000000000e+00	1.961113326251506805e-02	1.836031116545200348e-02	9.970241189002990723e-01	2.998156034550447657e-08	7.359169523768471777e-11	9.786139130592346191e-01	2.333788014948368073e-02	3.614938631653785706e-02	2.387104481458663940e-01	4.243703442625701427e-04	9.933934807777404785e-01	9.985074400901794434e-01	9.999997615814208984e-01	9.919735193252563477e-01	3.333553613629192114e-04	1.691475293164046434e-10	9.999961853027343750e-01
1.000000000000000000e+00	9.980118274688720703e-01	9.102990627288818359e-01	5.765661597251892090e-03	9.999303817749023438e-01	7.482963846996426582e-04	9.929667711257934570e-01	9.998898506164550781e-01	9.851971864700317383e-01	9.997320771217346191e-01	9.680227041244506836e-01	9.996834993362426758e-01	9.893838763236999512e-01	9.726808667182922363e-01	9.999799728393554688e-01	1.000000000000000000e+00	4.976323689334094524e-04	1.611591130495071411e-02	9.553875327110290527e-01	9.999837875366210938e-01	9.271879098378121853e-04	2.966871079479460604e-06	9.910577535629272461e-01	9.085580240935087204e-04	9.654145836830139160e-01	1.373365421386552043e-08	9.999997615814208984e-01	9.962478280067443848e-01	9.697099924087524414e-01	2.318507991731166840e-02	9.610236287117004395e-01	9.665877223014831543e-01	1.000000000000000000e+00	4.719729349017143250e-02	3.014664165675640106e-03	9.928673505783081055e-01	2.223518968946791574e-08	3.607988352527513598e-10	9.551437497138977051e-01	1.125625148415565491e-02	2.294533327221870422e-02	2.569562792778015137e-01	1.385502284392714500e-03	9.935176372528076172e-01	9.958970546722412109e-01	9.999997615814208984e-01	9.993994235992431641e-01	1.990675082197412848e-04	2.830425060995622744e-10	9.999921321868896484e-01
1.000000000000000000e+00	9.972175359725952148e-01	9.232980608940124512e-01	6.138746626675128937e-03	9.999412298202514648e-01	7.952152518555521965e-04	9.949697852134704590e-01	9.999378919601440430e-01	9.826712012290954590e-01	9.996722936630249023e-01	9.516351819038391113e-01	9.997588992118835449e-01	9.927390217781066895e-01	9.668896794319152832e-01	9.999809265136718750e-01	1.000000000000000000e+00	4.696529358625411987e-04	1.426164712756872177e-02	9.595389366149902344e-01	9.999868869781494141e-01	9.438449051231145859e-04	4.101339072803966701e-06	9.928354620933532715e-01	8.893967024050652981e-04	9.576609134674072266e-01	1.990999010104133049e-08	9.999996423721313477e-01	9.942415952682495117e-01	9.751713275909423828e-01	2.178227342665195465e-02	9.570798873901367188e-01	9.774289727210998535e-01	1.000000000000000000e+00	4.671157151460647583e-02	2.346558030694723129e-03	9.920598268508911133e-01	1.899748447442561883e-08	2.046040975534069162e-10	9.680258631706237793e-01	9.056286886334419250e-03	2.017782814800739288e-02	2.869392037391662598e-01	1.722204033285379410e-03	9.915314316749572754e-01	9.946645498275756836e-01	9.999998807907104492e-01	9.993643164634704590e-01	2.250855905003845692e-04	4.289318344952164352e-10	9.999895095825195312e-01
1.000000000000000000e+00	9.963318705558776855e-01	9.223912358283996582e-01	6.722288206219673157e-03	9.999482631683349609e-01	4.769441729877144098e-04	9.946335554122924805e-01	9.999363422393798828e-01	9.848048686981201172e-01	9.994934797286987305e-01	9.653275012969970703e-01	9.998624324798583984e-01	9.961399435997009277e-01	9.744744300842285156e-01	9.999884366989135742e-01	1.000000000000000000e+00	3.736525541171431541e-04	2.232252247631549835e-02	9.414090514183044434e-01	9.999836683273315430e-01	1.362201408483088017e-03	2.585990614534239285e-06	9.906489253044128418e-01	1.147442613728344440e-03	9.577127695083618164e-01	2.261547393800356076e-08	9.999996423721313477e-01	9.925708174705505371e-01	9.707182049751281738e-01	3.023350983858108521e-02	9.523147344589233398e-01	9.863682389259338379e-01	1.000000000000000000e+00	6.374976038932800293e-02	1.940173679031431675e-03	9.843484759330749512e-01	2.295838896770874271e-08	1.313273101377632202e-10	9.743753671646118164e-01	5.248106084764003754e-03	9.971950203180313110e-03	3.547077476978302002e-01	1.701020286418497562e-03	9.882877469062805176e-01	9.918864369392395020e-01	9.999998807907104492e-01	9.996261596679687500e-01	1.374768908135592937e-04	5.673044811693728207e-10	9.999883174896240234e-01
1.000000000000000000e+00	9.979813694953918457e-01	9.200932383537292480e-01	5.330528598278760910e-03	9.999378919601440430e-01	7.612899062223732471e-04	9.943848848342895508e-01	9.999198913574218750e-01	9.863229990005493164e-01	9.997163414955139160e-01	9.605662822723388672e-01	9.997295737266540527e-01	9.929575920104980469e-01	9.658889174461364746e-01	9.999815225601196289e-01	1.000000000000000000e+00	5.048476741649210453e-04	1.732311584055423737e-02	9.598506689071655273e-01	9.999837875366210938e-01	9.036310366354882717e-04	2.671270976861706004e-06	9.927878975868225098e-01	9.958754526451230049e-04	9.620711207389831543e-01	1.511393854514153645e-08	9.999997615814208984e-01	9.948701858520507812e-01	9.690524339675903320e-01	2.088029123842716217e-02	9.604479670524597168e-01	9.695983529090881348e-01	1.000000000000000000e+00	4.901961237192153931e-02	2.195595530793070793e-03	9.928677082061767578e-01	2.337492865933654684e-08	2.434507595516777201e-10	9.601157307624816895e-01	9.043137542903423309e-03	2.205913700163364410e-02	2.601065337657928467e-01	1.509915920905768871e-03	9.934079647064208984e-01	9.952614903450012207e-01	9.999998807907104492e-01	9.994679093360900879e-01	1.959097280632704496e-04	3.414678262370074435e-10	9.999901056289672852e-01
1.000000000000000000e+00	9.972060322761535645e-01	9.110069274902343750e-01	4.079635255038738251e-03	9.999372959136962891e-01	7.700088317506015301e-04	9.962074756622314453e-01	9.999469518661499023e-01	9.870464801788330078e-01	9.997383952140808105e-01	9.458082318305969238e-01	9.997559189796447754e-01	9.933084249496459961e-01	9.610065817832946777e-01	9.999756813049316406e-01	1.000000000000000000e+00	3.731093893293291330e-04	1.650182902812957764e-02	9.581828117370605469e-01	9.999848604202270508e-01	8.322796784341335297e-04	2.459947381794336252e-06	9.940072298049926758e-01	1.182508422061800957e-03	9.572982192039489746e-01	2.041945812436551932e-08	9.999997615814208984e-01	9.944255352020263672e-01	9.729596376419067383e-01	1.999769359827041626e-02	9.501249194145202637e-01	9.759746193885803223e-01	1.000000000000000000e+00	4.761980473995208740e-02	1.827678643167018890e-03	9.929190278053283691e-01	2.017109679286477331e-08	1.959221118674747686e-10	9.731674194335937500e-01	8.824002929031848907e-03	2.291614376008510590e-02	2.789698839187622070e-01	1.629361649975180626e-03	9.912315011024475098e-01	9.946756362915039062e-01	9.999997615814208984e-01	9.992058873176574707e-01	2.501793496776372194e-04	4.463095726325860824e-10	9.999871253967285156e-01
