4.256874816892013769e+01	-1.501539074990822087e+01	1.321779906011101069e+01	-2.164925122639992150e+00	-2.735427573765892184e+00	1.032836926758673446e+00	3.969419564668162703e+00	-2.497129982123326375e+00	-2.946845989524054410e+00	-3.327961706945609777e+00
2.383228526217125776e+01	1.675916904872518387e+01	-1.000858607322169525e-01	3.360269954776065759e+01	-1.015852936366224846e+01	2.266019134737322815e+01	-5.626610874884313773e+00	3.415642338972985748e+00	-2.101111704176659600e+00	-6.857320962382579488e+00
3.492919165982082319e+01	2.197369408743043095e+01	1.003759597234124534e+01	7.750486558040177165e+00	1.197998676786028582e+01	7.565791670473352992e-01	4.846255257750686773e-02	-2.839290733373093900e+00	1.121398864546533325e+01	9.053976175161237983e-01
3.706882340311495483e+01	-1.722370884587111206e+01	6.980791391142971314e+00	7.106759729041777440e+00	-4.181707882849232671e-01	-4.655870171601420360e+00	-1.170000764774532165e+01	2.551006057742489563e+00	4.068972060044472094e+00	3.174766930404791410e+00
3.578762913541936541e+01	1.761865322132540967e+01	9.233597875223818363e+00	-3.453963945708228844e-01	1.307573253841232486e+01	-1.321638106113852018e+00	6.622165226483574862e+00	-5.350892879315979345e-01	2.357406022961291148e-01	-5.598606637285061804e-01
2.788077850150845549e+01	2.097041287778586849e+01	-7.674430356662709229e-02	3.061658327355386433e+01	1.773877358745174160e+00	1.457159643045681996e+01	-1.604759597538084614e-01	7.403966123907378405e-01	-1.142839134998760819e+01	-2.267796433432057057e+00
3.328974747357593600e+01	-2.032254374179572665e+01	1.529374839158938926e+01	-4.524550756508312621e-01	-8.211081747001330200e+00	3.855090174015823212e+00	5.804622255387694274e+00	-4.970561841554529181e+00	-1.224053973036151932e+00	2.724394128400912773e+00
3.285094620317314451e+01	1.882945292488307132e+01	8.136208507401464729e+00	3.513355384503214829e+00	5.562417872690925691e+00	-5.192542161732156547e-01	1.394393007597792167e+00	-8.287109069592416333e+00	4.964073073566190430e+00	-4.956381392587616008e-01
3.332228297522509308e+01	1.665007264492094663e+01	9.536403394440345238e+00	-1.903081069762191824e+00	1.085639391978936175e+01	-7.003685529007983579e-01	6.580894570680568378e+00	-3.315864147793438743e+00	1.362389981228538660e-01	-3.891960017005596795e-01
3.460394186916270343e+01	-3.755952261014696258e+00	8.603737277525322469e+00	7.758298617624473925e-01	7.260724305454163030e+00	-3.013700609381845918e+00	1.565368513424927555e+00	6.330981487577680866e+00	-4.916409755895428724e+00	-1.808003149315378533e+00
3.180662096598465638e+01	1.825747982173536599e+01	6.340384958988636299e+00	-1.438626992880423616e+00	1.208160222319837729e+01	-1.174362469141805976e+00	3.838826195068388181e+00	-2.831123311560483913e+00	-1.244897256789660123e+00	6.334494365281664319e-01
2.740401670218939501e+01	1.750857892114113312e+01	5.353089710974252569e+00	6.888636577178441023e+00	-4.666180499997061304e-01	2.453508184554328952e+00	-5.563408058268522360e+00	-5.633407773085024495e+00	1.375530865543661641e+01	1.033114627671893881e-01
3.453486686594993671e+01	1.444630424695949777e+01	1.143144508834502382e+01	-2.049291745573650569e+00	1.077830351127983555e+01	-1.985826050404923215e+00	7.139732746657408313e+00	-3.923335643057309419e+00	-3.540543483676674263e+00	-1.870854948225454395e+00
2.956945609048220902e+01	-1.495067095271110702e+01	2.161517027293611726e+00	-2.066500364052472172e+00	-3.604588044481285447e+00	4.648753341742375866e+00	5.366656659012943864e-01	9.442684580234130820e+00	3.678162074299788475e+00	-1.671710640351186994e+00
2.938727491431964012e+01	-7.748415969907465062e+00	7.353814383285976142e+00	4.556462721860377485e+00	-5.017001111828810478e-01	-1.492748771705227240e+00	-1.734335439873362361e+00	4.460921900557129227e+00	4.600149631250668669e+00	1.049294146151745544e+00
3.395755161701605829e+01	-4.982400442150651365e+00	6.402738184069919569e+00	5.955894371580420232e-01	9.562690356883695841e+00	1.143861947217315711e+00	4.306230797085545348e+00	1.634499747348532139e+01	-3.595074393353562048e+00	-1.069676845714435220e+00
3.039368225793304390e+01	-1.769594936403902352e+01	1.393995120619861439e+01	1.227533139548820262e+00	-3.708268915604634675e+00	7.186304710439824106e+00	4.471275118900804202e+00	8.230415922618897540e+00	9.624045003595618653e+00	3.929611953122996493e+00
3.045130506549887883e+01	1.103102826946870252e+01	1.074205410854052190e+01	-6.602101772712573591e-02	9.375705187258800422e+00	-3.058640653912209295e+00	-2.078907628875920621e-01	1.634436079840277944e+00	-2.826046609269901033e+00	-1.540520160863336097e+00
3.145938468202460570e+01	7.566487998274148197e+00	9.046736125213257651e+00	-3.107446448459209254e+00	8.490503630698390536e-01	-2.697345000100132673e+00	-1.985395841285150231e+00	-2.761409150851033001e+00	-8.509942453199974555e-01	-4.858370074185728527e+00
