2.603767287563270028e-01	2.001907114397015464e-02
3.702461551612531293e-02	3.257258419404950034e-02
8.996119683896991459e-01	1.013571191252323617e-01
3.158987726963741749e-01	1.520059610667981627e-02
1.952527274548167963e-02	9.120357664007889414e-03
5.737934649830132849e-02	2.603023826030262736e-02
4.026075819848289050e-02	2.182777931815699929e-02
4.190593370249573457e-02	0.000000000000000000e+00
5.940527647313937482e-02	6.080238442671925987e-03
1.955167861051962386e-01	1.824071532801577883e-02
2.242706644702965046e-01	6.080238442671925987e-03
1.609259848863306086e+00	8.741828642393413562e-02
3.371473097465407798e-02	0.000000000000000000e+00
1.740747690200805664e-01	2.787766540259645556e-02
3.948319075812756207e-01	2.001907114397015464e-02
3.912598331209639624e-01	4.003814228794030927e-02
4.704579349974511437e-01	3.825978647198593346e-02
4.835868553376533596e-02	1.795765182428192552e-02
1.133407001764002130e-02	2.471398993542319941e-02
2.294434124315288329e-02	1.393883270129822778e-02
8.823868926142303115e-02	0.000000000000000000e+00
1.210130587430067461e-01	1.520059610667981627e-02
2.109670639038085938e-02	1.697895192263419034e-02
2.119305603940722094e-01	3.040119221335962994e-03
3.853307441926338561e-01	1.216047688534385197e-02
2.597802457675127755e-02	1.639328818572195062e-02
4.835868553376533596e-02	9.120357664007889414e-03
7.871482590554466086e-01	1.070998091446725975e-01
4.031760088154967558e-01	1.216047688534385197e-02
4.973763210672727531e-01	1.824071532801577883e-02
9.874330104236871131e-02	3.040119221335962994e-03
9.762636372740839813e-03	1.571718851725260532e-02
1.749934277064363677e-02	1.187741338161000040e-02
1.671558396916993816e+00	1.696854997099491724e-01
1.321705529387568190e-01	4.818475037290339234e-03
9.312000744779344585e-02	6.080238442671925987e-03
5.865968851975991161e-01	3.143437703450521065e-02
3.214329732975489823e-02	3.040119221335962994e-03
4.376126796426907384e-01	3.521966725064996917e-02
2.928790911822251944e-02	3.159388429240176516e-02
7.764659465198785193e-02	0.000000000000000000e+00
3.785407375281964887e-02	3.040119221335962994e-03
1.391652839284547583e-01	1.089871347996226522e-02
5.324000372013575760e-02	0.000000000000000000e+00
4.964264010039853153e-02	6.080238442671925987e-03
1.342839657420843436e-01	3.040119221335962994e-03
6.710544253738832676e-01	4.434002491465786205e-02
4.881318186370419906e-03	2.787766540259645556e-02
5.452395828676895317e-02	1.216047688534385197e-02
1.992359362857442640e-01	1.697895192263419034e-02
1.930580609281298266e-01	4.658048822168718572e-02
1.539473416100085590e-01	6.281426914951257490e-02
2.224038033418252458e-01	4.325730549661736812e-02
2.238066095701405842e-02	1.313917678699158716e-02
3.916085303669244455e-01	4.915849995194820216e-02
9.717186739746953850e-02	3.493660374691611586e-02
9.762636372740839813e-03	2.403789026695385411e-02
1.281186929890807125e-01	1.393883270129822778e-02
2.907502063563172090e-01	6.080238442671925987e-03
4.007881695116070064e-01	4.003814228794030927e-02
3.079934388818875157e-01	2.913942880797804405e-02
3.520690756784358721e-01	6.631649586192348012e-02
4.919417458520808917e-01	5.701709421057449961e-02
5.249802831193091379e-02	6.080238442671925987e-03
1.749934277064363677e-02	1.875730773858856615e-02
0.000000000000000000e+00	2.455448267752664143e-02
3.775363136345232240e-01	3.253061206717240000e-02
4.918325618958809264e-01	8.260476170924671568e-02
5.535341652346328911e-02	6.080238442671925987e-03
6.932562321004732686e-01	6.229767673893978758e-02
4.915232725546393455e-01	2.787766540259645556e-02
2.980324164242811880e-01	1.520059610667981627e-02
6.206227859980623790e-02	6.080238442671925987e-03
3.891264938972365806e-01	1.824071532801577883e-02
2.471520867146236866e-01	9.561821556927864452e-02
8.157512167809715109e-01	1.158125442371033820e-01
2.726197914338447659e-02	7.858594258626302662e-03
6.097671011803855456e-02	3.040119221335962994e-03
1.464395455911125972e-02	1.875730773858856615e-02
8.981552140813477969e-01	9.453170968775163885e-02
1.268347384224475238e-01	2.529965367233543913e-02
1.613475588006033079e-01	4.462201762617679784e-02
2.321011919370839435e-02	1.697895192263419034e-02
1.749934277064363677e-02	2.513201717744793437e-02
2.837160674619003120e-01	2.001907114397015464e-02
1.313410947020624830e-01	3.040119221335962994e-03
4.678725188886615621e-02	9.120357664007889414e-03
0.000000000000000000e+00	2.885636530424419074e-02
4.885306257597157864e-01	7.571991702966522630e-02
8.823868926142303115e-02	1.520059610667981627e-02
1.085934202435990398e-01	9.120357664007889414e-03
1.904571727967598049e-01	7.858594258626302662e-03
9.138155655122139065e-02	3.040119221335962994e-03
1.396490130625980042e+00	1.322058324228253257e-01
1.183560566163398831e-01	1.089871347996226522e-02
7.103801982503541446e-01	6.258074024267364088e-02
1.952527274548167963e-02	2.736107299202366824e-02
4.961814510990195798e-02	3.819071514564648107e-02
5.429123119569160272e-01	3.040119221335963254e-02
8.945262784689245184e-01	1.200648922669260155e-01
2.597802457675127755e-02	1.267706929591664103e-02
4.235597798522089397e-01	4.485661732523064937e-02
7.359526107009027873e-01	7.571991702966522630e-02
2.928790911822251944e-02	5.035119203099033131e-02
4.270914709064322357e-01	1.520059610667981627e-02
1.596869230270385742e-01	1.697895192263419034e-02
1.261802458427321687e-02	1.461493236976757655e-02
6.871341651594134459e-02	1.393883270129822778e-02
3.013657213936389301e-01	2.001907114397015464e-02
3.199082596201291984e-01	1.824071532801577883e-02
1.010109456492142010e+00	1.057270022860744563e-01
1.555038205334837942e+00	1.955866081672802403e-01
2.875004301608448110e-01	2.128083454935174312e-02
4.875357604362595132e-01	2.305919036530611893e-02
7.008157565560139135e-01	2.736107299202366824e-02
3.269767324689408228e-01	2.128083454935174312e-02
3.872114671787745266e-01	1.216047688534385197e-02
