3.601146668803935080e-01	1.814521420064396824e-03	6.441888312868026406e-03	4.029925479445346445e-03	8.059850958890692890e-03	1.320280347551618409e-03	2.646472691241359351e-02
1.260994120519988382e+00	3.023052590055615441e-01	3.616121329339463397e-01	4.516550039136132400e-01	2.426416568977888266e-01	3.342658792223249242e-01	7.768639369784849924e-01
4.715286955541493977e-03	1.270164994045077864e-02	4.757310378064009970e-02	9.002793112466501990e-02	1.391712732093278691e-02	3.664423261369977730e-02	0.000000000000000000e+00
2.357643477770746988e-03	2.177425704077276189e-02	1.284791053892511414e-01	3.626932931500811974e-02	6.044888219168019668e-03	7.017769495646158928e-02	3.629042840128793648e-03
6.641464006333124004e-02	5.761992369646801171e-02	5.916850274380255209e-02	6.850873315057089130e-02	5.866048086521237492e-02	5.094296773274739620e-02	3.735185543279997272e-02
1.178821738885373407e-02	1.995973562070836593e-02	1.750256226408437171e-02	4.029925479445346445e-03	2.014962739722673223e-03	1.452308382306780055e-02	1.663902542353924707e-02
4.479522607764419018e-02	3.266138556115914110e-02	2.576755325147210562e-02	7.155087382294410270e-02	2.295509535212849478e-02	3.036644799368722059e-02	2.177425704077276189e-02
1.886114782216597591e-02	4.748588956463399569e-02	1.168317980925833027e-01	4.432918027389880916e-02	2.014962739722673223e-03	5.886464981805710622e-02	7.258085680257587297e-03
1.019603962800940677e-01	1.814521420064396824e-03	0.000000000000000000e+00	0.000000000000000000e+00	6.044888219168019668e-03	2.640560695103236818e-03	2.993009889313063554e-01
1.439589416088701002e-01	1.007236760324208558e-01	1.247788938004731202e-01	7.086608853451041579e-02	8.497082771256912748e-02	1.000472209567115356e-01	5.217635943627482037e-02
1.414586086662448193e-02	1.739211981209160679e-02	6.570726079125387142e-02	2.014962739722673396e-02	1.931334234947381864e-02	3.774016425723121515e-02	1.088712852038638094e-02
4.091279603997055592e-01	6.546215486776142678e-02	6.211825197070947741e-02	9.337307131567666729e-02	3.661172195922497014e-02	3.983275913056873174e-02	1.817959490870930117e-01
4.633847020921252891e-01	1.088742398466739369e-01	5.357713681614532236e-02	3.849760626637658278e-01	5.356770892475926776e-02	4.060507365635462884e-02	2.774249802085117511e-01
3.536465216656120569e-02	1.270164994045077864e-02	2.447917558889849826e-02	2.014962739722673396e-02	1.729837960975114802e-02	1.584336417061942004e-02	1.830391734058320341e-02
5.310721218991442116e-01	9.072607100321984988e-03	1.030702130058884156e-02	1.611970191778138578e-02	4.029925479445346445e-03	9.241962432861327778e-03	4.746754556426203142e-01
6.503550698157070653e-02	1.451617136051517459e-02	1.030702130058884156e-02	1.208977643833603934e-02	4.029925479445346445e-03	3.960841042654855010e-03	2.465020549234919409e-02
1.334458711195965208e-01	0.000000000000000000e+00	0.000000000000000000e+00	4.029925479445346445e-03	0.000000000000000000e+00	1.320280347551618409e-03	1.814521420064396824e-03
2.357643477770746815e-02	2.102116265222040217e-02	8.075512563428914603e-02	1.208977643833603934e-02	7.908072028049202562e-02	7.834738776797339765e-02	1.451617136051517459e-02
2.357643477770746988e-03	5.443564260193190472e-03	2.007931758923158297e-02	4.029925479445346445e-03	1.125349139058312749e-02	4.157807486397879781e-02	0.000000000000000000e+00
6.641464006333124004e-02	2.598744537193737811e-02	4.198173785298286997e-02	4.501396556233250995e-02	3.258179647977962196e-02	3.641988390967959566e-02	2.177425704077276189e-02
3.674378524832173920e-02	9.051589628788812847e-02	1.782591608820351392e-01	2.820947835611742685e-02	2.619451561639475276e-02	1.808827073233468252e-01	1.557759839202721083e-02
2.571455961992951539e-02	1.053959031379659711e-01	6.289058547037684743e-02	1.306367474933003148e-01	6.919351843900459209e-02	4.434156599498930568e-02	9.072607100321984988e-03
1.218423081093093913e-01	3.040210239550206195e-02	3.515390259625743308e-02	3.459675921950229605e-02	2.938815604808718562e-02	2.640560695103236558e-02	6.638419815383032885e-02
2.199263832196086454e+00	1.186169172456751353e+00	1.088224923300477265e+00	1.514458860075750923e+00	6.912617468556692124e-01	9.369055448259626662e-01	1.655181854183137125e+00
4.617435915940473062e-02	5.005350537325075483e-02	5.993991802173032762e-02	4.835910575334415734e-02	4.550785796586857140e-02	4.533822922479538442e-02	1.920664123215600622e-02
7.461139442158394308e-01	6.984429209644257841e-02	3.736295221463455107e-02	2.922877766365228891e-01	1.014329222745673637e-01	1.452308382306780055e-02	3.922805917200617998e-01
