6.053687183096939824e-03	1.715728368984877072e-01	8.059850958890692890e-03	3.686953098215955526e-03	0.000000000000000000e+00
3.481010800712840969e-01	9.874175966844050967e-01	2.426416568977888266e-01	3.729700471492523595e-01	3.318050613472177668e-01
4.591699042174493539e-02	2.050731309066862896e-03	1.391712732093278691e-02	4.118298976979357234e-02	3.274297800305087797e-02
1.092756932826368377e-01	3.076096963600294127e-03	6.044888219168019668e-03	2.027824204018775431e-02	6.827458319681216359e-02
6.046101168947622118e-02	4.999158720998368721e-02	5.866048086521237492e-02	6.299145551438027624e-02	4.900816459518046730e-02
1.875125823930188021e-02	1.452935447354288499e-02	2.014962739722673223e-03	1.474781239286382210e-02	1.251168199394584075e-02
2.623264446008673895e-02	3.178633529053637163e-02	2.295509535212849478e-02	4.932200781842495385e-02	3.253037318425918561e-02
1.041903037691740974e-01	1.230438785440117651e-02	2.014962739722673223e-03	2.949562478572764421e-02	6.652451938670464471e-02
0.000000000000000000e+00	2.134753465652465820e-01	6.044888219168019668e-03	0.000000000000000000e+00	3.753504598183752487e-03
1.221024167589745690e-01	9.209363629832070797e-02	8.497082771256912748e-02	9.127010944041799578e-02	9.407820555277249253e-02
6.255476755866837268e-02	1.230438785440117651e-02	1.931334234947381864e-02	1.843476549107977633e-02	2.773830520547253958e-02
5.629856617690173759e-02	2.806651966106256668e-01	3.661172195922497014e-02	7.328720295682866759e-02	5.264517374417411466e-02
4.759199511709865521e-02	3.583009539271247434e-01	5.356770892475926776e-02	2.624392179732626951e-01	4.796960121457757159e-02
2.118790514083928808e-02	2.572382272347896112e-02	1.729837960975114802e-02	1.474781239286382210e-02	1.751635479152417740e-02
1.109842650234438982e-02	4.992029998429428073e-01	4.029925479445346445e-03	1.106085929464786614e-02	8.758177395762088702e-03
1.008947863849490000e-02	4.221422714594553344e-02	4.029925479445346445e-03	1.659128894197179835e-02	3.753504598183752487e-03
0.000000000000000000e+00	5.906247528347038228e-02	0.000000000000000000e+00	1.843476549107977763e-03	1.251168199394584162e-03
8.191594772116760070e-02	1.845658178160176563e-02	7.908072028049202562e-02	9.217382745539888164e-03	6.307972897691416225e-02
2.177810183085034795e-02	1.025365654533431448e-03	1.125349139058312749e-02	3.686953098215955526e-03	3.439693244355680052e-02
3.893021551629168020e-02	4.118886149141209874e-02	3.258179647977962196e-02	4.146320388672199847e-02	3.075992329456315663e-02
1.845054640346565911e-01	2.478301101887719904e-02	2.619451561639475276e-02	4.900875497371592199e-02	1.536343084776014278e-01
5.631319542986163579e-02	1.631037934997377897e-02	6.919351843900459209e-02	1.239110231399536133e-01	6.239621432679654661e-02
3.358323535891426237e-02	9.050355366701205717e-02	2.938815604808718562e-02	3.641767197466911493e-02	2.450408229759023365e-02
1.074639275952024020e+00	1.891809223318946520e+00	6.912617468556692124e-01	1.426836015696221205e+00	9.317264315884036252e-01
5.963741952154834325e-02	3.093520494607778643e-02	4.550785796586857140e-02	5.161734337502337649e-02	4.171376021760465208e-02
3.329527950703316946e-02	5.461666947285804818e-01	1.014329222745673637e-01	1.917606034177414820e-01	1.751635479152417740e-02
