4.972391628593987589e-02	4.118516748601740163e-02	5.518950341941009086e-02	4.457973485283889259e-02	2.176749216367120446e-02	4.868051299342402577e-02
4.776703552360391791e-01	5.004803380099209775e-01	5.175340420327112501e-01	4.448398683684574029e-01	4.848926769544000259e-01	5.243730213907029647e-01
3.374873922112282820e-02	1.512321125377308166e-02	2.739207816058998254e-02	3.264389999349174426e-02	2.253168249783450705e-02	2.817498901743947792e-02
3.678593117646063865e-02	5.274172696200284116e-02	4.464127170725587512e-02	4.919118021147952935e-02	4.452019684935269034e-02	6.067651657410609578e-02
3.894085294744941556e-02	6.030333258888938286e-02	6.679315939477960262e-02	2.865430467641005841e-02	5.500057625443968007e-02	5.852719148000081612e-02
1.298028431581647185e-02	1.911816510287198123e-02	1.421862228906338628e-02	1.103152014532519237e-02	2.037891296491230880e-02	4.278686311509873746e-03
2.855662549479623738e-02	4.180298198353160632e-02	3.209333155612096450e-02	3.125597374508804621e-02	2.848550064923012146e-02	2.906289659900429881e-02
4.457410176595052315e-02	3.528749292547052330e-02	4.847725860429395045e-02	5.255593165794797406e-02	4.926778029089104449e-02	5.634997803487895585e-02
4.609269774361942490e-02	5.754811200228604484e-02	6.332646750191144036e-02	4.658951114280154154e-02	4.787920109213215231e-02	5.885284918325918435e-02
9.370399146490775155e-02	1.099138112501664571e-01	9.107450741621497814e-02	9.408034317057076268e-02	1.165406818259252242e-01	1.135495224116760959e-01
2.596056863163294370e-02	2.268481688065962509e-02	3.247590502427990383e-02	3.417006474907265112e-02	3.224787156875819072e-02	2.781146102481418109e-02
1.131067418873533265e-01	1.162953064658425045e-01	1.145461863761160354e-01	1.009840294916370534e-01	1.363377489455758762e-01	9.736102598684805154e-02
1.382780932308582678e-01	1.571790643171830648e-01	1.771100981467209901e-01	1.610684913412645525e-01	1.452046616436684090e-01	1.244489145867618551e-01
1.038422745265317818e-02	3.024642250754616332e-02	2.371710760825120057e-02	1.470869352710025765e-02	2.373791720769176730e-02	1.069671577877468610e-02
1.356820363676949914e-01	1.214930759776722269e-01	1.482576780379847026e-01	1.083413700842414673e-01	1.404070111170206969e-01	1.258336658830996047e-01
1.038422745265317818e-02	1.260267604481090167e-02	2.051423702534494603e-02	1.103152014532519237e-02	2.611170892846094438e-02	1.408749450871973896e-02
1.298028431581647185e-02	1.260267604481090167e-02	1.676658930072559214e-02	1.210702445842226811e-02	1.088374608183560223e-02	2.524271276262071359e-02
5.603579010409808631e-02	4.936458761041814802e-02	4.291818360650030695e-02	5.501936221944874611e-02	7.179946278872555154e-02	5.207129172336907863e-02
5.192113726326589088e-03	1.008214083584872169e-02	1.641695852392267840e-02	1.103152014532519237e-02	1.424275032461506073e-02	2.906289659900429881e-02
1.817239804214305920e-02	4.261441317471591217e-02	4.139674391993385105e-02	4.259991582571985569e-02	3.601024248828626345e-02	2.995080418056911969e-02
1.006098918700486095e-01	1.161834092573686139e-01	9.572842573708127689e-02	1.009840294916370534e-01	8.290423105840813434e-02	9.126818327256190633e-02
7.656252786014856870e-02	5.335954145951704586e-02	6.074857841720373436e-02	4.995426258926998625e-02	6.773910783741572683e-02	4.339743617140216780e-02
3.418987431329734150e-02	6.596221750432794406e-02	5.490419130559188315e-02	2.313854460374746222e-02	4.590877604811158946e-02	3.636883364783392858e-02
1.231382540549231797e+00	1.205393910841508376e+00	1.269314554796556749e+00	1.272089462381459146e+00	1.309688986980751757e+00	1.196964022553997253e+00
2.855662549479623738e-02	3.823633020574396246e-02	5.143107207226384897e-02	5.071734496706044315e-02	2.512649640645066296e-02	5.812579319800859762e-02
1.972622496358464317e-01	1.790984543887051694e-01	2.034109907730615452e-01	1.913602358466434117e-01	1.838994524250291696e-01	1.761218206382092200e-01
4.239384833346591663e-01	4.101649535786021650e-01	4.332802756930567156e-01	4.179162675569165208e-01	4.259093387486183602e-01	4.240685627784258060e-01
8.958933862407555959e-02	9.159587166526100832e-02	9.550400369282098512e-02	7.676998057479250681e-02	7.775328094012116942e-02	1.173421703738930788e-01
2.747916460930184893e-02	3.166357473893598867e-02	2.387600092320524628e-02	1.287010683621272501e-02	1.424275032461506073e-02	2.478421028749442506e-02
3.159381745013405129e-02	2.311311895197087907e-02	3.316510968810314208e-02	2.789122229861960151e-02	3.798066753230682630e-02	2.139343155754937220e-02
2.258683590406781669e-02	3.571579499678178421e-02	2.565770707922995081e-02	2.390162698153791912e-02	1.701990872213285377e-02	2.567211786905924595e-02
1.557634117897976726e-02	1.260267604481090167e-02	1.322079094619127253e-02	1.654728021798778856e-02	1.661654204538423607e-02	1.069671577877468610e-02
1.589875658799646541e-01	1.483325524763627612e-01	1.433780907934952831e-01	1.712740207540577875e-01	1.440409699531450538e-01	1.695743136935763951e-01
7.313072726074676400e-02	5.293123938820578495e-02	5.451055660126536556e-02	5.102976690236706026e-02	4.272825097384518045e-02	5.687435762381848336e-02
9.781864430573995739e-02	8.988676764748312897e-02	1.118964007721501563e-01	8.690017983515002653e-02	1.058392802329912591e-01	7.879565233065757845e-02
4.045944892511832425e-02	4.327740062366832591e-02	4.910756716611274636e-02	5.447614098101143110e-02	2.848550064923012146e-02	3.636883364783392858e-02
1.190282343032208340e-02	1.260267604481090167e-02	1.887254060992969371e-02	1.470869352710025765e-02	2.373791720769176643e-03	1.194815135296480209e-02
1.038422745265317818e-02	2.619420224970037125e-02	2.995765912976728479e-02	2.022445359976285384e-02	2.848550064923012146e-02	1.533893008290985495e-02
5.343973324093479610e-02	5.862106496637517483e-02	4.732408878697144661e-02	4.259991582571985569e-02	3.560687581153765269e-02	4.831698500079872893e-02
3.115268235795953453e-02	1.659762989390979951e-02	1.598602484617311220e-02	1.470869352710025765e-02	2.512649640645066296e-02	1.836618082022961271e-02
3.115268235795953453e-02	3.424137635664506463e-02	4.003771102829048467e-02	3.968582482173525078e-02	5.222341785692188876e-02	3.636883364783392858e-02
3.374873922112282820e-02	4.536963376131925019e-02	4.842889839470332358e-02	8.090299004268898531e-02	4.747583441538353460e-02	5.045632815655366754e-02
3.311241342780295305e-02	2.016428167169744337e-02	2.492116734074203629e-02	1.470869352710025765e-02	2.611170892846094438e-02	1.925408840179443359e-02
1.000188818585113548e+00	9.838730786063454303e-01	1.029777703341519635e+00	9.715356580142316956e-01	9.993595170648130743e-01	1.028560791486575310e+00
