4.234465110449143338e-02	4.872317405293884879e-02
4.728940364755230275e-01	5.069063749591589119e-01
2.434025649671201288e-02	2.795306153940243024e-02
5.100162014549160933e-02	4.609203854317156512e-02
4.333215510403668619e-02	5.949009424244134508e-02
1.453144829950214940e-02	1.330853923705502088e-02
3.485520827917405057e-02	3.087860609683952193e-02
4.555192405794873667e-02	4.925469397539104094e-02
5.152774151460624147e-02	5.788643907013553414e-02
1.024502077956258583e-01	9.829918287649480613e-02
2.950685038978670752e-02	3.074181847409223484e-02
1.091749005847507115e-01	1.141736917572482024e-01
1.604121356834599943e-01	1.582694559749703023e-01
2.139343155754937220e-02	1.975972431766195164e-02
1.145915006413871923e-01	1.414626570534658068e-01
1.176638735665215367e-02	1.888718859290692761e-02
1.239210514374721253e-02	1.674167179245824102e-02
5.295919930493390299e-02	5.032747372295295202e-02
1.069671577877468610e-02	1.661802177697839847e-02
4.179935911555349159e-02	3.588633997819313387e-02
1.080577417656227446e-01	9.358086756297520625e-02
5.170776373074378179e-02	6.094917936823977117e-02
4.145500174275151134e-02	4.766955521984599098e-02
1.245663351482815262e+00	1.257752108501956290e+00
4.466401647638391231e-02	4.583152439033001679e-02
1.862681121737868595e-01	1.952111562732719574e-01
4.150671307687406331e-01	4.292672003059080366e-01
8.246604969472061397e-02	9.581802308679346347e-02
2.092517489268455946e-02	2.304496035969233469e-02
2.603564586168453932e-02	3.167613771120067478e-02
2.906289659900429881e-02	2.392726369067216946e-02
1.497540209028455985e-02	1.359795780488902602e-02
1.615256336000230608e-01	1.499014819411924326e-01
5.215171752152619744e-02	5.555632200759181433e-02
8.700866758087534569e-02	1.040487871083695115e-01
5.005986160702175641e-02	4.274213913700709855e-02
1.390573051240709054e-02	1.434661433010753738e-02
2.288275405212684965e-02	2.466979424958257866e-02
4.966197705563203668e-02	4.649101680433246481e-02
1.560111987737961697e-02	1.972130738513570500e-02
3.655059764414658047e-02	4.030441314401760761e-02
6.525297738887646248e-02	4.689892940597994997e-02
1.604507366816202915e-02	2.557108171988780806e-02
9.783081294577798959e-01	1.020519473423180612e+00
1.497540209028455985e-02	2.671801947971704644e-02
3.027085867928869939e-02	2.747459766610527501e-02
3.013256817688176811e-02	3.574261219208869217e-02
3.762026922202404977e-02	3.320926056061711956e-02
1.100372672080993652e-01	1.110569083954486835e-01
7.828870158136626289e-02	8.465040245766131122e-02
5.205212110354576899e-02	3.859020238910882555e-02
1.729650924235214340e-02	2.186148543233122979e-02
1.942701004169605339e+00	1.947926126735311181e+00
