5.658344346649793119e-03	1.715728368984877072e-01	8.059850958890692890e-03	4.077336367438821538e-03	0.000000000000000000e+00
3.422720753416723105e-01	9.874175966844050967e-01	2.426416568977888266e-01	3.908817669924567473e-01	3.297645896123344023e-01
4.441304044658635208e-02	2.050731309066862896e-03	1.391712732093278691e-02	4.554354162777171644e-02	3.144095480661990294e-02
1.068546084319653144e-01	3.076096963600294127e-03	6.044888219168019668e-03	2.038668183719410595e-02	6.467072022357110705e-02
5.839865223891069906e-02	4.999158720998368721e-02	5.866048086521237492e-02	6.558380267199348523e-02	5.009321620983391010e-02
1.846974366376189294e-02	1.452935447354288499e-02	2.014962739722673223e-03	1.223200910231646288e-02	1.406756274374648674e-02
2.451949216881576729e-02	3.178633529053637163e-02	2.295509535212849478e-02	5.250566987430348165e-02	3.452947218919592137e-02
1.011582685976612356e-01	1.230438785440117651e-02	2.014962739722673223e-03	2.650268638835233739e-02	6.671851763426157877e-02
9.430573911082988170e-04	2.134753465652465820e-01	6.044888219168019668e-03	0.000000000000000000e+00	2.557738680681179329e-03
1.213903378467170585e-01	9.209363629832070797e-02	8.497082771256912748e-02	8.547078160678639458e-02	9.601343777786761069e-02
6.185038365474363614e-02	1.230438785440117651e-02	1.931334234947381864e-02	2.038668183719410595e-02	2.376773876457636755e-02
5.545109729377591112e-02	2.806651966106256668e-01	3.661172195922497014e-02	7.696968807893640740e-02	5.253188020628756644e-02
4.542700384749847470e-02	3.583009539271247434e-01	5.356770892475926776e-02	2.674551290624281874e-01	6.203766414600105084e-02
1.980420521327427505e-02	2.572382272347896112e-02	1.729837960975114802e-02	1.427067728603587451e-02	1.918304010510884366e-02
1.131668869329958624e-02	4.992029998429428073e-01	4.029925479445346445e-03	1.223200910231646288e-02	7.673216042043537986e-03
9.430573911082987953e-03	4.221422714594553344e-02	4.029925479445346445e-03	1.223200910231646288e-02	7.673216042043537986e-03
0.000000000000000000e+00	5.906247528347038228e-02	0.000000000000000000e+00	2.038668183719410769e-03	1.278869340340589664e-03
8.128162176430631103e-02	1.845658178160176563e-02	7.908072028049202562e-02	8.154672734877643075e-03	5.936085078109234331e-02
2.373668385200760136e-02	1.025365654533431448e-03	1.125349139058312749e-02	4.077336367438821538e-03	3.057378948394662635e-02
3.921700626814446367e-02	4.118886149141209874e-02	3.258179647977962196e-02	4.585342547472785746e-02	2.760434678559813698e-02
1.913897170501501488e-01	2.478301101887719904e-02	2.619451561639475276e-02	4.808191271389231775e-02	1.351967900441581605e-01
5.546477116695066462e-02	1.631037934997377897e-02	6.919351843900459209e-02	1.329536774579216374e-01	6.249881098631123594e-02
3.421921665165700288e-02	9.050355366701205717e-02	2.938815604808718562e-02	3.823499258826760366e-02	2.248886942423577659e-02
1.058569170828579153e+00	1.891809223318946520e+00	6.912617468556692124e-01	1.467591020640204968e+00	9.481820664282654132e-01
6.006661369687035096e-02	3.093520494607778643e-02	4.550785796586857140e-02	5.708270914414349806e-02	3.677374410453317782e-02
3.206395129768215696e-02	5.461666947285804818e-01	1.014329222745673637e-01	2.032536899342256564e-01	2.215248280345733650e-02
2.715312403075549330e-01	9.415665420554798493e-01	1.266396530838899970e-01	2.523383280810188034e-01	2.895077097459912707e-01
3.560502577801139684e-02	2.497466985995952793e-01	1.611970191778138578e-02	7.458459910224465861e-02	3.325060284885533041e-02
4.715286955541493977e-03	7.962680039321176628e-02	2.014962739722673223e-03	2.038668183719410769e-03	1.278869340340589664e-03
3.403940914439506499e-02	2.580837667341063027e-02	2.619451561639475276e-02	3.058002275579116067e-02	3.315444802006232289e-02
2.224197322819508604e-02	4.780793225271461749e-02	1.007481369861336698e-02	1.342455359066233901e-02	1.790417076476825617e-02
9.430573911082987953e-03	2.358341005426892178e-02	8.059850958890692890e-03	1.630934546975528615e-02	1.023095472272471732e-02
1.296102394052103257e-01	2.438845955408536492e-01	1.725710859132367492e-01	1.058574634439805040e-01	8.706135239548348781e-02
6.467955582806853010e-02	4.221422714594553344e-02	7.371733632198600172e-02	6.473767897661994453e-02	3.836608021021768733e-02
1.886114782216597591e-02	3.453036634879704803e-01	1.208977643833603934e-02	6.116004551158231439e-03	1.790417076476825617e-02
4.731311862971507298e-02	5.554398065488014291e-02	3.022444109584010094e-02	4.613374962526209377e-02	3.506385092365785910e-02
2.829172173324896560e-03	4.876868999921358389e-02	3.193640431692433730e-03	0.000000000000000000e+00	2.557738680681179329e-03
3.411031515419888499e-02	2.971230773530768310e-02	6.044888219168019668e-03	6.116004551158231439e-03	2.685625614715238252e-02
5.014229080303996694e-02	5.930955946092775211e-02	2.334326782891916682e-02	3.908111628364114437e-02	4.859703493294240811e-02
1.978277900591999400e-02	2.623394184563992287e-02	4.029925479445346445e-03	1.834801365347469432e-02	1.737339206287341967e-02
