3.698591804504394731e-01	1.155245304107666016e-02	1.384761543834910624e-01	0.000000000000000000e+00	1.474781239286382210e-02	3.736864790624501720e-01	5.401971029198687768e-02	2.166084945201873779e-02
1.548480415344238581e-01	0.000000000000000000e+00	2.038668183719410595e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.463783046473627614e-01	2.166084945201873779e-02
2.866815185546874867e-01	6.452001730600992468e-02	1.238765762132756798e+00	2.700837933739950736e-01	1.474781239286382210e-02	7.416691780090332031e-01	1.054789190706999363e-01	6.498254835605621338e-02
2.380257034301757890e-01	2.310490608215332031e-02	3.929119986646315565e-01	3.223940383556277156e-02	1.474781239286382210e-02	2.487544332231794164e-01	0.000000000000000000e+00	0.000000000000000000e+00
8.317766189575195868e-02	1.155245304107666016e-02	1.019334091859705298e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.013683402019998181e-02	0.000000000000000000e+00
1.156148719787597617e-01	0.000000000000000000e+00	5.096670459298526662e-02	1.611970191778138578e-02	0.000000000000000000e+00	3.656652022381218226e-02	9.006814853004786736e-02	3.433163464069366455e-02
1.177775573730468761e-01	0.000000000000000000e+00	2.038668183719410595e-02	0.000000000000000000e+00	0.000000000000000000e+00	2.829172173324896386e-02	1.081898627073868691e-01	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	6.712276795331169332e-02	0.000000000000000000e+00	0.000000000000000000e+00	2.829172173324896386e-02	0.000000000000000000e+00	0.000000000000000000e+00
7.167037963867187167e-02	0.000000000000000000e+00	4.077336367438821191e-02	0.000000000000000000e+00	0.000000000000000000e+00	7.900410282368562631e-02	1.506841701009999090e-02	2.166084945201873779e-02
5.754476737976074174e-01	0.000000000000000000e+00	7.731610887190874803e-02	3.223940383556277156e-02	2.949562478572764421e-02	1.657080893613854244e-01	0.000000000000000000e+00	4.332169890403747559e-02
7.329315471649170410e-01	0.000000000000000000e+00	4.673608611611759084e-02	0.000000000000000000e+00	0.000000000000000000e+00	2.111243228523098647e-01	0.000000000000000000e+00	4.332169890403747559e-02
1.257638769149780344e+00	8.086717128753662109e-02	1.258112458621754470e+00	9.945735266042310396e-02	1.856006662896338977e-01	2.275964941297258459e+00	3.013683402019998181e-02	2.166084945201873779e-02
0.000000000000000000e+00	0.000000000000000000e+00	3.982426839716294437e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.243758259987344406e-02	0.000000000000000000e+00	0.000000000000000000e+00
4.394449234008789007e-02	0.000000000000000000e+00	5.692942703471464555e-02	0.000000000000000000e+00	7.624508472199136022e-02	4.030368133467071012e-01	4.520525103029997271e-02	2.166084945201873779e-02
1.433407592773437433e-01	0.000000000000000000e+00	3.058002275579116067e-02	0.000000000000000000e+00	2.949562478572764421e-02	1.028636129534974408e+00	3.013683402019998181e-02	5.599248409271240234e-02
4.342366981506347590e-01	0.000000000000000000e+00	8.154672734877642382e-02	0.000000000000000000e+00	1.057407095077189940e-01	7.991388038713105324e-01	3.013683402019998181e-02	8.664339780807495117e-02
2.427370262145996105e-01	1.155245304107666016e-02	5.333518491071813639e-01	7.390822920688362718e-02	5.899124957145528841e-02	4.993607219384640916e-01	4.520525103029997271e-02	0.000000000000000000e+00
6.437751770019532749e-02	0.000000000000000000e+00	4.673608611611759084e-02	0.000000000000000000e+00	0.000000000000000000e+00	4.243758259987344406e-02	6.512461537900178510e-02	3.433163464069366455e-02
6.437751770019532749e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	9.235859435537588369e-02	4.332169890403747559e-02
1.303238582611083718e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.520525103029997271e-02	3.433163464069366455e-02
0.000000000000000000e+00	0.000000000000000000e+00	5.096670459298526662e-02	0.000000000000000000e+00	0.000000000000000000e+00	1.849828155673280128e-01	0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	4.620981216430664062e-02	2.263543360373553026e-01	1.611970191778138578e-02	0.000000000000000000e+00	3.656652022381218226e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.198292922973632768e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.908812730208686859e-02	2.166084945201873779e-02
2.772588729858398507e-02	1.155245304107666016e-02	4.119808533612419610e-01	0.000000000000000000e+00	0.000000000000000000e+00	2.829172173324896386e-02	0.000000000000000000e+00	0.000000000000000000e+00
5.587773132324218572e-01	0.000000000000000000e+00	3.132634618703056817e-01	1.611970191778138578e-02	2.949562478572764421e-02	3.968493354563810138e-01	1.506841701009999090e-02	0.000000000000000000e+00
6.437751770019532749e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.243758259987344406e-02	8.125368926836097627e-02	0.000000000000000000e+00
1.198292922973632768e-01	1.155245304107666016e-02	4.673608611611759084e-02	1.611970191778138578e-02	0.000000000000000000e+00	1.414586086662448193e-02	1.506841701009999090e-02	0.000000000000000000e+00
6.738952827453613681e-01	1.039720773696899414e-01	1.108252774266635710e+00	2.521742998167526006e-01	6.761816714672332085e-02	3.993159605532276557e-01	4.520525103029997271e-02	6.498254835605621338e-02
1.490655174255371085e+00	0.000000000000000000e+00	6.712276795331169332e-02	0.000000000000000000e+00	2.949562478572764421e-02	3.146992994814503120e-01	0.000000000000000000e+00	4.332169890403747559e-02
3.578549957275390381e-01	2.310490608215332031e-02	3.966077986885519491e-01	3.223940383556277156e-02	1.474781239286382210e-02	7.084027017865862641e-01	0.000000000000000000e+00	2.166084945201873779e-02
2.772588729858398507e-02	0.000000000000000000e+00	1.180894725462969669e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.081289271919094741e-01	0.000000000000000000e+00	2.166084945201873779e-02
