9.981166124343872070e-01	9.999996423721313477e-01	2.415637252852320671e-03	9.264178574085235596e-03	9.988991022109985352e-01	1.720244908938184381e-04	9.999943971633911133e-01	5.154752172529697418e-03	9.565283544361591339e-03	1.177764311432838440e-02
9.998694658279418945e-01	9.999650716781616211e-01	2.851552516222000122e-02	1.969998083950486034e-05	9.497357010841369629e-01	9.449675083160400391e-01	9.201077818870544434e-01	9.874284863471984863e-01	8.493734640069305897e-04	8.939978666603565216e-03
4.390046373009681702e-02	9.990065693855285645e-01	9.966235160827636719e-01	2.677111478988081217e-04	9.992297887802124023e-01	9.909316301345825195e-01	9.999990463256835938e-01	9.998570680618286133e-01	5.409014993347227573e-04	7.588082551956176758e-01
9.856343865394592285e-01	9.999516010284423828e-01	7.310700416564941406e-02	2.437097951769828796e-02	9.974772334098815918e-01	9.866859181784093380e-05	9.992504715919494629e-01	9.512020349502563477e-01	2.055393010377883911e-01	8.185584843158721924e-02
7.202315330505371094e-01	9.999942779541015625e-01	9.990659356117248535e-01	5.369064956903457642e-02	9.967785477638244629e-01	5.039081573486328125e-01	9.999996423721313477e-01	9.913079142570495605e-01	1.459652278572320938e-02	8.811069726943969727e-01
8.201069235801696777e-01	9.999619722366333008e-01	1.858311444520950317e-01	6.543335621245205402e-04	9.903331398963928223e-01	8.404228091239929199e-01	9.996808767318725586e-01	9.496484994888305664e-01	3.952797129750251770e-02	2.151863416656851768e-03
9.983836412429809570e-01	9.996972084045410156e-01	6.780955940485000610e-03	4.983808696269989014e-01	9.908674955368041992e-01	1.838786847656592727e-04	9.999883174896240234e-01	5.740903317928314209e-03	1.367496326565742493e-03	4.285197705030441284e-03
9.097638130187988281e-01	9.999307394027709961e-01	9.890052676200866699e-01	1.137494575232267380e-02	9.981430768966674805e-01	9.814838767051696777e-01	9.999967813491821289e-01	9.983628392219543457e-01	8.931691199541091919e-02	6.015326976776123047e-01
8.990035057067871094e-01	9.999783039093017578e-01	9.937255978584289551e-01	3.947274759411811829e-02	9.947193861007690430e-01	6.421110630035400391e-01	1.000000000000000000e+00	8.388929367065429688e-01	4.752434324473142624e-03	3.776052296161651611e-01
9.756916165351867676e-01	9.999743700027465820e-01	3.081298470497131348e-01	6.442892830818891525e-03	9.998810291290283203e-01	3.351729363203048706e-03	9.999998807907104492e-01	9.328677654266357422e-01	1.763223484158515930e-02	1.924428641796112061e-01
9.901476502418518066e-01	9.999622106552124023e-01	9.851203560829162598e-01	2.393645467236638069e-03	9.965478777885437012e-01	9.243219494819641113e-01	9.999998807907104492e-01	8.033251762390136719e-01	1.391303609125316143e-03	1.985646039247512817e-01
6.018198728561401367e-01	9.999178647994995117e-01	1.489497870206832886e-01	3.116164634775486775e-06	9.990499615669250488e-01	8.356123566627502441e-01	9.999847412109375000e-01	8.818143010139465332e-01	6.566582247614860535e-03	1.807850748300552368e-01
8.680153489112854004e-01	9.999959468841552734e-01	9.965404868125915527e-01	7.560499943792819977e-03	9.987187385559082031e-01	3.664891719818115234e-01	1.000000000000000000e+00	9.895750880241394043e-01	8.021132089197635651e-03	6.038019657135009766e-01
9.685341715812683105e-01	9.999972581863403320e-01	2.552070654928684235e-02	1.075059473514556885e-01	9.958174824714660645e-01	1.790686696767807007e-02	9.999717473983764648e-01	9.607575088739395142e-02	4.153435826301574707e-01	7.838808000087738037e-03
9.851284623146057129e-01	9.996856451034545898e-01	9.225159883499145508e-03	9.964684247970581055e-01	9.998927116394042969e-01	2.773129963316023350e-04	9.999870061874389648e-01	3.742245957255363464e-03	7.685833261348307133e-04	9.959334731101989746e-01
8.212859630584716797e-01	9.999973773956298828e-01	8.432561755180358887e-01	7.061444222927093506e-03	9.965259432792663574e-01	3.024960635229945183e-03	9.999996423721313477e-01	6.446875333786010742e-01	9.796174168586730957e-01	4.531165957450866699e-02
